IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, F_drag_cable=( 0.00,  0.05), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 40.70, L= 424.52, L_straight= 417.95, slack=  6.58, T_bat= 14.37, T_rov= 0.50, F_drag_cable=(-0.45,  16.84), Fy_cmd=-25.00, desired=  0.82, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 40.80, L= 424.61, L_straight= 418.00, slack=  6.61, T_bat= 14.35, T_rov= 0.50, F_drag_cable=(-0.63,  16.85), Fy_cmd=-25.00, desired=  0.83, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 40.90, L= 424.69, L_straight= 418.05, slack=  6.64, T_bat= 14.21, T_rov= 0.50, F_drag_cable=(-0.83,  16.85), Fy_cmd=-25.00, desired=  0.83, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.00, L= 424.77, L_straight= 418.10, slack=  6.67, T_bat= 14.03, T_rov= 0.50, F_drag_cable=(-1.04,  16.85), Fy_cmd=-25.00, desired=  0.83, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.10, L= 424.85, L_straight= 418.15, slack=  6.70, T_bat= 14.04, T_rov= 0.50, F_drag_cable=(-1.26,  16.86), Fy_cmd=-25.00, desired=  0.83, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.20, L= 424.93, L_straight= 418.20, slack=  6.73, T_bat= 14.00, T_rov= 0.50, F_drag_cable=(-1.48,  16.86), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.30, L= 425.01, L_straight= 418.25, slack=  6.76, T_bat= 14.08, T_rov= 0.50, F_drag_cable=(-1.71,  16.86), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.40, L= 425.09, L_straight= 418.31, slack=  6.79, T_bat= 14.28, T_rov= 0.50, F_drag_cable=(-1.93,  16.87), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.50, L= 425.18, L_straight= 418.36, slack=  6.82, T_bat= 14.36, T_rov= 0.50, F_drag_cable=(-2.15,  16.87), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.60, L= 425.26, L_straight= 418.41, slack=  6.85, T_bat= 14.44, T_rov= 0.50, F_drag_cable=(-2.36,  16.87), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.70, L= 425.34, L_straight= 418.46, slack=  6.88, T_bat= 14.38, T_rov= 0.50, F_drag_cable=(-2.55,  16.88), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.80, L= 425.42, L_straight= 418.51, slack=  6.91, T_bat= 14.50, T_rov= 0.50, F_drag_cable=(-2.74,  16.88), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 41.90, L= 425.50, L_straight= 418.57, slack=  6.94, T_bat= 14.42, T_rov= 0.50, F_drag_cable=(-2.91,  16.88), Fy_cmd=-25.00, desired=  0.84, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.00, L= 425.59, L_straight= 418.62, slack=  6.97, T_bat= 14.33, T_rov= 0.50, F_drag_cable=(-3.07,  16.89), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.10, L= 425.67, L_straight= 418.67, slack=  7.00, T_bat= 14.45, T_rov= 0.50, F_drag_cable=(-3.22,  16.89), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.20, L= 425.75, L_straight= 418.72, slack=  7.03, T_bat= 14.56, T_rov= 0.50, F_drag_cable=(-3.35,  16.89), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.30, L= 425.83, L_straight= 418.77, slack=  7.06, T_bat= 14.48, T_rov= 0.50, F_drag_cable=(-3.47,  16.90), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.40, L= 425.92, L_straight= 418.83, slack=  7.09, T_bat= 14.43, T_rov= 0.50, F_drag_cable=(-3.58,  16.90), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.50, L= 426.00, L_straight= 418.88, slack=  7.12, T_bat= 14.43, T_rov= 0.50, F_drag_cable=(-3.68,  16.90), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.60, L= 426.08, L_straight= 418.93, slack=  7.15, T_bat= 14.48, T_rov= 0.50, F_drag_cable=(-3.77,  16.91), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.70, L= 426.17, L_straight= 418.98, slack=  7.18, T_bat= 14.52, T_rov= 0.50, F_drag_cable=(-3.85,  16.91), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.80, L= 426.25, L_straight= 419.04, slack=  7.21, T_bat= 14.54, T_rov= 0.50, F_drag_cable=(-3.92,  16.91), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 42.90, L= 426.33, L_straight= 419.09, slack=  7.24, T_bat= 14.58, T_rov= 0.50, F_drag_cable=(-3.98,  16.92), Fy_cmd=-25.00, desired=  0.84, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.00, L= 426.42, L_straight= 419.14, slack=  7.28, T_bat= 14.67, T_rov= 0.50, F_drag_cable=(-4.03,  16.92), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.10, L= 426.50, L_straight= 419.19, slack=  7.31, T_bat= 14.76, T_rov= 0.50, F_drag_cable=(-4.08,  16.92), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.20, L= 426.58, L_straight= 419.25, slack=  7.34, T_bat= 14.56, T_rov= 0.50, F_drag_cable=(-4.13,  16.93), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.30, L= 426.67, L_straight= 419.30, slack=  7.37, T_bat= 14.61, T_rov= 0.50, F_drag_cable=(-4.16,  16.93), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.40, L= 426.75, L_straight= 419.35, slack=  7.40, T_bat= 14.72, T_rov= 0.50, F_drag_cable=(-4.20,  16.93), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.50, L= 426.84, L_straight= 419.40, slack=  7.43, T_bat= 14.70, T_rov= 0.50, F_drag_cable=(-4.23,  16.94), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.60, L= 426.92, L_straight= 419.46, slack=  7.46, T_bat= 14.51, T_rov= 0.50, F_drag_cable=(-4.25,  16.94), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.70, L= 427.00, L_straight= 419.51, slack=  7.50, T_bat= 14.60, T_rov= 0.50, F_drag_cable=(-4.28,  16.94), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.80, L= 427.09, L_straight= 419.56, slack=  7.53, T_bat= 14.60, T_rov= 0.50, F_drag_cable=(-4.30,  16.95), Fy_cmd=-25.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 43.90, L= 427.17, L_straight= 419.61, slack=  7.56, T_bat= 14.42, T_rov= 0.50, F_drag_cable=(-4.31,  16.95), Fy_cmd=-25.00, desired=  0.61, ret=  0.82, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.00, L= 427.25, L_straight= 419.66, slack=  7.59, T_bat= 14.36, T_rov= 0.50, F_drag_cable=(-4.33,  16.95), Fy_cmd=-25.00, desired=  0.44, ret=  0.78, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.10, L= 427.33, L_straight= 419.72, slack=  7.61, T_bat= 14.44, T_rov= 0.50, F_drag_cable=(-4.34,  16.96), Fy_cmd=-25.00, desired=  0.32, ret=  0.73, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.20, L= 427.40, L_straight= 419.77, slack=  7.63, T_bat= 14.38, T_rov= 0.50, F_drag_cable=(-4.36,  16.96), Fy_cmd=-25.00, desired=  0.24, ret=  0.68, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.30, L= 427.47, L_straight= 419.82, slack=  7.65, T_bat= 14.37, T_rov= 0.50, F_drag_cable=(-4.37,  16.96), Fy_cmd=-25.00, desired=  0.18, ret=  0.63, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.40, L= 427.54, L_straight= 419.87, slack=  7.66, T_bat= 14.32, T_rov= 0.50, F_drag_cable=(-4.38,  16.96), Fy_cmd=-25.00, desired=  0.14, ret=  0.59, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.50, L= 427.59, L_straight= 419.93, slack=  7.67, T_bat= 14.13, T_rov= 0.50, F_drag_cable=(-4.39,  16.97), Fy_cmd=-25.00, desired=  0.12, ret=  0.54, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.60, L= 427.65, L_straight= 419.98, slack=  7.67, T_bat= 14.30, T_rov= 0.50, F_drag_cable=(-4.39,  16.97), Fy_cmd=-25.00, desired=  0.10, ret=  0.49, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.70, L= 427.70, L_straight= 420.03, slack=  7.67, T_bat= 14.40, T_rov= 0.50, F_drag_cable=(-4.40,  16.97), Fy_cmd=-25.00, desired=  0.08, ret=  0.45, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.80, L= 427.74, L_straight= 420.08, slack=  7.66, T_bat= 14.44, T_rov= 0.50, F_drag_cable=(-4.40,  16.97), Fy_cmd=-25.00, desired=  0.07, ret=  0.41, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.90, L= 427.78, L_straight= 420.14, slack=  7.65, T_bat= 14.62, T_rov= 0.50, F_drag_cable=(-4.41,  16.97), Fy_cmd=-25.00, desired=  0.07, ret=  0.38, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.00, L= 427.82, L_straight= 420.19, slack=  7.63, T_bat= 14.57, T_rov= 0.50, F_drag_cable=(-4.41,  16.97), Fy_cmd=-25.00, desired=  0.06, ret=  0.35, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.10, L= 427.86, L_straight= 420.24, slack=  7.62, T_bat= 14.40, T_rov= 0.50, F_drag_cable=(-4.42,  16.98), Fy_cmd=-25.00, desired=  0.06, ret=  0.32, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.20, L= 427.89, L_straight= 420.29, slack=  7.60, T_bat= 14.40, T_rov= 0.50, F_drag_cable=(-4.42,  16.98), Fy_cmd=-25.00, desired=  0.06, ret=  0.29, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.30, L= 427.92, L_straight= 420.35, slack=  7.57, T_bat= 14.47, T_rov= 0.50, F_drag_cable=(-4.42,  16.98), Fy_cmd=-25.00, desired=  0.05, ret=  0.27, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.40, L= 427.95, L_straight= 420.40, slack=  7.55, T_bat= 14.40, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.05, ret=  0.25, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.50, L= 427.97, L_straight= 420.45, slack=  7.52, T_bat= 14.36, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.05, ret=  0.23, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.60, L= 427.99, L_straight= 420.50, slack=  7.49, T_bat= 14.45, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.05, ret=  0.21, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.70, L= 428.01, L_straight= 420.56, slack=  7.46, T_bat= 14.46, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.05, ret=  0.19, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.80, L= 428.03, L_straight= 420.61, slack=  7.42, T_bat= 14.39, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.05, ret=  0.18, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 45.90, L= 428.05, L_straight= 420.66, slack=  7.39, T_bat= 14.48, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.05, ret=  0.17, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.00, L= 428.07, L_straight= 420.71, slack=  7.35, T_bat= 14.54, T_rov= 0.50, F_drag_cable=(-4.44,  16.98), Fy_cmd=-25.00, desired=  0.05, ret=  0.16, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.10, L= 428.08, L_straight= 420.77, slack=  7.32, T_bat= 14.56, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.14, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.20, L= 428.10, L_straight= 420.82, slack=  7.28, T_bat= 14.63, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.14, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.30, L= 428.11, L_straight= 420.87, slack=  7.24, T_bat= 14.74, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.13, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.40, L= 428.12, L_straight= 420.92, slack=  7.20, T_bat= 14.74, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.12, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.50, L= 428.14, L_straight= 420.98, slack=  7.16, T_bat= 14.51, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.11, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.60, L= 428.15, L_straight= 421.03, slack=  7.12, T_bat= 14.59, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.11, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.70, L= 428.16, L_straight= 421.08, slack=  7.08, T_bat= 14.61, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.10, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.80, L= 428.17, L_straight= 421.13, slack=  7.03, T_bat= 14.73, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.10, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 46.90, L= 428.18, L_straight= 421.19, slack=  6.99, T_bat= 14.68, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.09, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.00, L= 428.19, L_straight= 421.24, slack=  6.95, T_bat= 14.85, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.09, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.10, L= 428.19, L_straight= 421.29, slack=  6.90, T_bat= 14.63, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.08, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.20, L= 428.20, L_straight= 421.34, slack=  6.86, T_bat= 14.75, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.08, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.30, L= 428.21, L_straight= 421.39, slack=  6.82, T_bat= 14.87, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.08, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.40, L= 428.22, L_straight= 421.45, slack=  6.77, T_bat= 14.85, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.07, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.50, L= 428.23, L_straight= 421.50, slack=  6.73, T_bat= 14.62, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.07, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.60, L= 428.23, L_straight= 421.55, slack=  6.68, T_bat= 14.49, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.07, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.70, L= 428.24, L_straight= 421.60, slack=  6.64, T_bat= 14.65, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.07, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.80, L= 428.25, L_straight= 421.66, slack=  6.59, T_bat= 14.77, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.07, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 47.90, L= 428.25, L_straight= 421.71, slack=  6.54, T_bat= 14.75, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.06, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 48.00, L= 428.26, L_straight= 421.76, slack=  6.50, T_bat= 14.71, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.06, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 48.10, L= 428.27, L_straight= 421.81, slack=  6.45, T_bat= 14.72, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.06, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 48.20, L= 428.27, L_straight= 421.87, slack=  6.41, T_bat= 14.78, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.06, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 48.30, L= 428.28, L_straight= 421.92, slack=  6.36, T_bat= 14.77, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.05, ret=  0.06, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 48.40, L= 428.28, L_straight= 421.97, slack=  6.31, T_bat= 14.98, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.29, ret=  0.08, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 48.50, L= 428.29, L_straight= 422.02, slack=  6.27, T_bat= 14.98, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.46, ret=  0.12, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 48.60, L= 428.30, L_straight= 422.08, slack=  6.23, T_bat= 15.02, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.58, ret=  0.17, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 48.70, L= 428.32, L_straight= 422.13, slack=  6.19, T_bat= 14.99, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.66, ret=  0.21, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 48.80, L= 428.34, L_straight= 422.18, slack=  6.16, T_bat= 14.92, T_rov= 0.50, F_drag_cable=(-4.44,  17.00), Fy_cmd=-25.00, desired=  0.72, ret=  0.26, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 48.90, L= 428.37, L_straight= 422.23, slack=  6.13, T_bat= 15.05, T_rov= 0.50, F_drag_cable=(-4.44,  17.00), Fy_cmd=-25.00, desired=  0.76, ret=  0.31, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.00, L= 428.40, L_straight= 422.29, slack=  6.11, T_bat= 15.20, T_rov= 0.50, F_drag_cable=(-4.45,  17.00), Fy_cmd=-25.00, desired=  0.78, ret=  0.36, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.10, L= 428.44, L_straight= 422.34, slack=  6.10, T_bat= 15.15, T_rov= 0.50, F_drag_cable=(-4.45,  17.00), Fy_cmd=-25.00, desired=  0.80, ret=  0.41, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.20, L= 428.48, L_straight= 422.39, slack=  6.09, T_bat= 15.08, T_rov= 0.50, F_drag_cable=(-4.45,  17.00), Fy_cmd=-25.00, desired=  0.82, ret=  0.45, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.30, L= 428.52, L_straight= 422.44, slack=  6.08, T_bat= 15.10, T_rov= 0.50, F_drag_cable=(-4.45,  17.00), Fy_cmd=-25.00, desired=  0.83, ret=  0.48, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.40, L= 428.57, L_straight= 422.50, slack=  6.07, T_bat= 15.21, T_rov= 0.50, F_drag_cable=(-4.45,  17.00), Fy_cmd=-25.00, desired=  0.83, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.50, L= 428.62, L_straight= 422.55, slack=  6.07, T_bat= 15.03, T_rov= 0.50, F_drag_cable=(-4.45,  17.01), Fy_cmd=-25.00, desired=  0.84, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.60, L= 428.68, L_straight= 422.60, slack=  6.08, T_bat= 14.71, T_rov= 0.50, F_drag_cable=(-4.45,  17.01), Fy_cmd=-25.00, desired=  0.84, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.70, L= 428.74, L_straight= 422.65, slack=  6.08, T_bat= 14.71, T_rov= 0.50, F_drag_cable=(-4.45,  17.01), Fy_cmd=-25.00, desired=  0.84, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.80, L= 428.80, L_straight= 422.71, slack=  6.09, T_bat= 14.60, T_rov= 0.50, F_drag_cable=(-4.45,  17.01), Fy_cmd=-25.00, desired=  0.85, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.90, L= 428.86, L_straight= 422.76, slack=  6.10, T_bat= 14.77, T_rov= 0.50, F_drag_cable=(-4.45,  17.02), Fy_cmd=-25.00, desired=  0.85, ret=  0.65, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.00, L= 428.92, L_straight= 422.81, slack=  6.11, T_bat= 15.03, T_rov= 0.50, F_drag_cable=(-4.45,  17.02), Fy_cmd=-25.00, desired=  0.85, ret=  0.67, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.10, L= 428.99, L_straight= 422.86, slack=  6.13, T_bat= 15.20, T_rov= 0.50, F_drag_cable=(-4.45,  17.02), Fy_cmd=-25.00, desired=  0.85, ret=  0.69, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.20, L= 429.06, L_straight= 422.92, slack=  6.14, T_bat= 15.14, T_rov= 0.50, F_drag_cable=(-4.45,  17.02), Fy_cmd=-25.00, desired=  0.85, ret=  0.71, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.30, L= 429.13, L_straight= 422.97, slack=  6.16, T_bat= 14.92, T_rov= 0.50, F_drag_cable=(-4.45,  17.03), Fy_cmd=-25.00, desired=  0.85, ret=  0.72, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.40, L= 429.20, L_straight= 423.02, slack=  6.18, T_bat= 14.92, T_rov= 0.50, F_drag_cable=(-4.45,  17.03), Fy_cmd=-25.00, desired=  0.85, ret=  0.73, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.50, L= 429.28, L_straight= 423.07, slack=  6.20, T_bat= 14.97, T_rov= 0.50, F_drag_cable=(-4.45,  17.03), Fy_cmd=-25.00, desired=  0.85, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.60, L= 429.35, L_straight= 423.13, slack=  6.22, T_bat= 15.01, T_rov= 0.50, F_drag_cable=(-4.45,  17.04), Fy_cmd=-25.00, desired=  0.85, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.70, L= 429.43, L_straight= 423.18, slack=  6.25, T_bat= 15.12, T_rov= 0.50, F_drag_cable=(-4.46,  17.04), Fy_cmd=-25.00, desired=  0.85, ret=  0.76, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.80, L= 429.50, L_straight= 423.23, slack=  6.27, T_bat= 14.88, T_rov= 0.50, F_drag_cable=(-4.46,  17.04), Fy_cmd=-25.00, desired=  0.85, ret=  0.77, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.90, L= 429.58, L_straight= 423.28, slack=  6.30, T_bat= 14.82, T_rov= 0.50, F_drag_cable=(-4.46,  17.04), Fy_cmd=-25.00, desired=  0.85, ret=  0.78, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 51.00, L= 429.66, L_straight= 423.34, slack=  6.32, T_bat= 14.94, T_rov= 0.50, F_drag_cable=(-4.46,  17.05), Fy_cmd=-25.00, desired=  0.85, ret=  0.79, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 51.10, L= 429.74, L_straight= 423.39, slack=  6.35, T_bat= 15.10, T_rov= 0.50, F_drag_cable=(-4.46,  17.05), Fy_cmd=-25.00, desired=  0.85, ret=  0.79, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 51.20, L= 429.82, L_straight= 423.44, slack=  6.37, T_bat= 15.12, T_rov= 0.50, F_drag_cable=(-4.46,  17.05), Fy_cmd=-25.00, desired=  0.85, ret=  0.80, exp=PILOT_DESC_MINPAY_ACC
