IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.20, L= 453.00, L_straight= 451.16, slack=  1.84, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.30, L= 453.00, L_straight= 451.18, slack=  1.82, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.40, L= 453.00, L_straight= 451.21, slack=  1.79, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.50, L= 453.00, L_straight= 451.23, slack=  1.77, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.60, L= 453.00, L_straight= 451.26, slack=  1.74, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.70, L= 453.00, L_straight= 451.28, slack=  1.72, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.80, L= 453.00, L_straight= 451.30, slack=  1.70, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.90, L= 453.00, L_straight= 451.33, slack=  1.67, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.00, L= 453.00, L_straight= 451.35, slack=  1.65, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.10, L= 453.00, L_straight= 451.38, slack=  1.62, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.20, L= 453.00, L_straight= 451.40, slack=  1.60, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.30, L= 453.00, L_straight= 451.43, slack=  1.57, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.40, L= 453.00, L_straight= 451.45, slack=  1.55, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.50, L= 453.00, L_straight= 451.48, slack=  1.52, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.60, L= 453.00, L_straight= 451.51, slack=  1.49, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.70, L= 453.00, L_straight= 451.53, slack=  1.47, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.80, L= 453.00, L_straight= 451.56, slack=  1.44, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.90, L= 453.00, L_straight= 451.58, slack=  1.42, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.00, L= 453.00, L_straight= 451.61, slack=  1.39, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.10, L= 453.00, L_straight= 451.63, slack=  1.37, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.20, L= 453.00, L_straight= 451.66, slack=  1.34, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.30, L= 453.00, L_straight= 451.68, slack=  1.32, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.40, L= 453.00, L_straight= 451.71, slack=  1.29, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.50, L= 453.00, L_straight= 451.74, slack=  1.26, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.60, L= 453.00, L_straight= 451.76, slack=  1.24, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.70, L= 453.00, L_straight= 451.79, slack=  1.21, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.80, L= 453.00, L_straight= 451.81, slack=  1.19, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.90, L= 453.00, L_straight= 451.84, slack=  1.16, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.00, L= 453.00, L_straight= 451.86, slack=  1.14, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.10, L= 453.00, L_straight= 451.89, slack=  1.11, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.20, L= 453.00, L_straight= 451.91, slack=  1.09, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.30, L= 453.00, L_straight= 451.94, slack=  1.06, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.40, L= 453.00, L_straight= 451.97, slack=  1.03, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.50, L= 453.00, L_straight= 451.99, slack=  1.01, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.60, L= 453.00, L_straight= 452.02, slack=  0.98, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.70, L= 453.00, L_straight= 452.04, slack=  0.96, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.80, L= 453.00, L_straight= 452.07, slack=  0.93, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.90, L= 453.00, L_straight= 452.09, slack=  0.91, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.00, L= 453.00, L_straight= 452.12, slack=  0.88, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.10, L= 453.00, L_straight= 452.14, slack=  0.86, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.20, L= 453.00, L_straight= 452.17, slack=  0.83, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.30, L= 453.00, L_straight= 452.20, slack=  0.80, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.40, L= 453.00, L_straight= 452.22, slack=  0.78, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.50, L= 453.00, L_straight= 452.25, slack=  0.75, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.60, L= 453.00, L_straight= 452.27, slack=  0.73, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.70, L= 453.00, L_straight= 452.30, slack=  0.70, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.80, L= 453.00, L_straight= 452.32, slack=  0.68, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.90, L= 453.00, L_straight= 452.35, slack=  0.65, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.00, L= 453.00, L_straight= 452.37, slack=  0.63, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.10, L= 453.00, L_straight= 452.40, slack=  0.60, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.20, L= 453.00, L_straight= 452.43, slack=  0.57, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.30, L= 453.00, L_straight= 452.45, slack=  0.55, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.40, L= 453.00, L_straight= 452.48, slack=  0.52, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.50, L= 453.00, L_straight= 452.50, slack=  0.50, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.60, L= 453.00, L_straight= 452.53, slack=  0.47, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.70, L= 453.00, L_straight= 452.55, slack=  0.45, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.80, L= 453.00, L_straight= 452.58, slack=  0.42, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.90, L= 453.00, L_straight= 452.60, slack=  0.40, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.00, L= 453.00, L_straight= 452.63, slack=  0.37, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.10, L= 453.00, L_straight= 452.66, slack=  0.34, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.20, L= 453.00, L_straight= 452.68, slack=  0.32, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.30, L= 453.00, L_straight= 452.71, slack=  0.29, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.40, L= 453.00, L_straight= 452.73, slack=  0.27, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.50, L= 453.00, L_straight= 452.76, slack=  0.24, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.60, L= 453.00, L_straight= 452.78, slack=  0.22, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.70, L= 453.00, L_straight= 452.81, slack=  0.19, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.80, L= 453.00, L_straight= 452.84, slack=  0.16, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.90, L= 453.00, L_straight= 452.86, slack=  0.14, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.00, L= 453.00, L_straight= 452.89, slack=  0.11, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.10, L= 453.00, L_straight= 452.91, slack=  0.09, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.20, L= 453.00, L_straight= 452.94, slack=  0.06, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.30, L= 453.00, L_straight= 452.96, slack=  0.04, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.40, L= 453.00, L_straight= 452.99, slack=  0.01, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.50, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.60, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.70, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.80, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.90, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.00, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.10, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.20, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.30, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.40, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.50, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.60, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.70, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.80, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.90, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 10.00, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
[SCEN] t=10.10 scen=Fy crit=(t>10:-25) T_bat=0.007603658940774023 y=-452.01 x=29.98 L=453.00
IC_L_7: t= 10.10, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
[SCEN] t=10.20 scen=Fy crit=(y<100:-50) T_bat=0.007603658940774023 y=-452.01 x=29.98 L=453.00
IC_L_7: t= 10.20, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-25.00, desired=  1.00, ret=  0.05, exp=PILOT_DESC_ADD_SLACK_ACC
[SCEN] t=10.30 scen=Fy crit=(y<-150:-75) T_bat=0.007603658940774023 y=-452.01 x=29.98 L=453.00
IC_L_7: t= 10.30, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-50.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.40, L= 453.01, L_straight= 453.02, slack= -0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.15, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.50, L= 453.03, L_straight= 453.02, slack=  0.01, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.20, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.60, L= 453.05, L_straight= 453.05, slack= -0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.25, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.70, L= 453.07, L_straight= 453.05, slack=  0.02, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.30, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.80, L= 453.10, L_straight= 453.10, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.35, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.90, L= 453.14, L_straight= 453.14, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.00, L= 453.18, L_straight= 453.18, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.10, L= 453.22, L_straight= 453.22, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.20, L= 453.27, L_straight= 453.27, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.55, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.30, L= 453.33, L_straight= 453.33, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.40, L= 453.39, L_straight= 453.39, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.50, L= 453.45, L_straight= 453.45, slack=  0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.60, L= 453.52, L_straight= 453.52, slack= -0.00, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.70, L= 453.59, L_straight= 453.52, slack=  0.07, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.80, L= 453.66, L_straight= 453.60, slack=  0.06, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.90, L= 453.74, L_straight= 453.68, slack=  0.06, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.00, L= 453.82, L_straight= 453.76, slack=  0.06, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.10, L= 453.90, L_straight= 453.84, slack=  0.06, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.20, L= 453.98, L_straight= 453.92, slack=  0.06, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.30, L= 454.07, L_straight= 454.00, slack=  0.07, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.86, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.40, L= 454.15, L_straight= 454.08, slack=  0.07, T_bat= 0.01, T_rov= 0.29, Fy_cmd=-75.00, desired=  1.00, ret=  0.87, exp=PILOT_DESC_ADD_SLACK_ACC
