IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, F_drag_cable=( 0.00,  0.05), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 36.20, L= 423.10, L_straight= 415.68, slack=  7.42, T_bat= 13.80, T_rov= 0.50, F_drag_cable=( 0.01,  16.79), Fy_cmd=-25.00, desired=  0.57, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 36.30, L= 423.15, L_straight= 415.73, slack=  7.43, T_bat= 13.88, T_rov= 0.50, F_drag_cable=( 0.01,  16.79), Fy_cmd=-25.00, desired=  0.57, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 36.40, L= 423.21, L_straight= 415.78, slack=  7.43, T_bat= 13.97, T_rov= 0.50, F_drag_cable=( 0.01,  16.79), Fy_cmd=-25.00, desired=  0.56, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 36.50, L= 423.27, L_straight= 415.83, slack=  7.44, T_bat= 13.94, T_rov= 0.50, F_drag_cable=( 0.01,  16.79), Fy_cmd=-25.00, desired=  0.56, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 36.60, L= 423.33, L_straight= 415.88, slack=  7.45, T_bat= 13.86, T_rov= 0.50, F_drag_cable=( 0.01,  16.80), Fy_cmd=-25.00, desired=  0.55, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 36.70, L= 423.38, L_straight= 415.93, slack=  7.46, T_bat= 13.87, T_rov= 0.50, F_drag_cable=( 0.01,  16.80), Fy_cmd=-25.00, desired=  0.55, ret=  0.57, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 36.80, L= 423.44, L_straight= 415.98, slack=  7.46, T_bat= 13.79, T_rov= 0.50, F_drag_cable=( 0.01,  16.80), Fy_cmd=-25.00, desired=  0.55, ret=  0.57, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 36.90, L= 423.50, L_straight= 416.03, slack=  7.47, T_bat= 13.63, T_rov= 0.50, F_drag_cable=( 0.01,  16.80), Fy_cmd=-25.00, desired=  0.54, ret=  0.57, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 37.00, L= 423.56, L_straight= 416.08, slack=  7.48, T_bat= 13.55, T_rov= 0.50, F_drag_cable=( 0.01,  16.81), Fy_cmd=-25.00, desired=  0.54, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 37.10, L= 423.61, L_straight= 416.13, slack=  7.48, T_bat= 13.63, T_rov= 0.50, F_drag_cable=( 0.01,  16.81), Fy_cmd=-25.00, desired=  0.53, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 37.20, L= 423.67, L_straight= 416.18, slack=  7.49, T_bat= 13.70, T_rov= 0.50, F_drag_cable=( 0.01,  16.81), Fy_cmd=-25.00, desired=  0.53, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 37.30, L= 423.72, L_straight= 416.23, slack=  7.49, T_bat= 13.72, T_rov= 0.50, F_drag_cable=( 0.01,  16.81), Fy_cmd=-25.00, desired=  0.43, ret=  0.54, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 37.40, L= 423.78, L_straight= 416.28, slack=  7.50, T_bat= 13.59, T_rov= 0.50, F_drag_cable=( 0.01,  16.81), Fy_cmd=-25.00, desired=  0.33, ret=  0.52, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 37.50, L= 423.83, L_straight= 416.33, slack=  7.50, T_bat= 13.54, T_rov= 0.50, F_drag_cable=( 0.01,  16.82), Fy_cmd=-25.00, desired=  0.23, ret=  0.49, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 37.60, L= 423.88, L_straight= 416.38, slack=  7.50, T_bat= 13.81, T_rov= 0.50, F_drag_cable=( 0.01,  16.82), Fy_cmd=-25.00, desired=  0.13, ret=  0.46, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 37.70, L= 423.93, L_straight= 416.43, slack=  7.49, T_bat= 13.91, T_rov= 0.50, F_drag_cable=( 0.01,  16.82), Fy_cmd=-25.00, desired=  0.23, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 37.80, L= 423.97, L_straight= 416.48, slack=  7.49, T_bat= 13.87, T_rov= 0.50, F_drag_cable=( 0.01,  16.82), Fy_cmd=-25.00, desired=  0.33, ret=  0.42, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 37.90, L= 424.01, L_straight= 416.53, slack=  7.48, T_bat= 13.91, T_rov= 0.50, F_drag_cable=( 0.01,  16.82), Fy_cmd=-25.00, desired=  0.43, ret=  0.42, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.00, L= 424.05, L_straight= 416.58, slack=  7.47, T_bat= 13.81, T_rov= 0.50, F_drag_cable=( 0.01,  16.83), Fy_cmd=-25.00, desired=  0.53, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.10, L= 424.10, L_straight= 416.63, slack=  7.46, T_bat= 13.77, T_rov= 0.50, F_drag_cable=( 0.01,  16.83), Fy_cmd=-25.00, desired=  0.55, ret=  0.45, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.20, L= 424.14, L_straight= 416.68, slack=  7.46, T_bat= 13.69, T_rov= 0.50, F_drag_cable=( 0.01,  16.83), Fy_cmd=-25.00, desired=  0.56, ret=  0.46, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.30, L= 424.19, L_straight= 416.74, slack=  7.45, T_bat= 13.63, T_rov= 0.50, F_drag_cable=( 0.01,  16.83), Fy_cmd=-25.00, desired=  0.56, ret=  0.47, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.40, L= 424.24, L_straight= 416.79, slack=  7.45, T_bat= 13.61, T_rov= 0.50, F_drag_cable=( 0.01,  16.83), Fy_cmd=-25.00, desired=  0.56, ret=  0.48, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.50, L= 424.28, L_straight= 416.84, slack=  7.45, T_bat= 13.65, T_rov= 0.50, F_drag_cable=( 0.01,  16.83), Fy_cmd=-25.00, desired=  0.57, ret=  0.49, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.60, L= 424.33, L_straight= 416.89, slack=  7.45, T_bat= 13.78, T_rov= 0.50, F_drag_cable=( 0.01,  16.84), Fy_cmd=-25.00, desired=  0.57, ret=  0.50, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.70, L= 424.38, L_straight= 416.94, slack=  7.44, T_bat= 13.86, T_rov= 0.50, F_drag_cable=( 0.01,  16.84), Fy_cmd=-25.00, desired=  0.57, ret=  0.50, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.80, L= 424.43, L_straight= 416.99, slack=  7.44, T_bat= 13.89, T_rov= 0.50, F_drag_cable=( 0.01,  16.84), Fy_cmd=-25.00, desired=  0.57, ret=  0.51, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 38.90, L= 424.48, L_straight= 417.04, slack=  7.44, T_bat= 13.91, T_rov= 0.50, F_drag_cable=( 0.01,  16.84), Fy_cmd=-25.00, desired=  0.57, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.00, L= 424.53, L_straight= 417.09, slack=  7.45, T_bat= 14.03, T_rov= 0.50, F_drag_cable=( 0.01,  16.84), Fy_cmd=-25.00, desired=  0.57, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.10, L= 424.59, L_straight= 417.14, slack=  7.45, T_bat= 14.05, T_rov= 0.50, F_drag_cable=( 0.01,  16.85), Fy_cmd=-25.00, desired=  0.57, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.20, L= 424.64, L_straight= 417.19, slack=  7.45, T_bat= 14.02, T_rov= 0.50, F_drag_cable=( 0.01,  16.85), Fy_cmd=-25.00, desired=  0.57, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.30, L= 424.69, L_straight= 417.24, slack=  7.45, T_bat= 13.81, T_rov= 0.50, F_drag_cable=( 0.01,  16.85), Fy_cmd=-25.00, desired=  0.57, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.40, L= 424.75, L_straight= 417.29, slack=  7.46, T_bat= 13.92, T_rov= 0.50, F_drag_cable=( 0.01,  16.85), Fy_cmd=-25.00, desired=  0.57, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.50, L= 424.80, L_straight= 417.34, slack=  7.46, T_bat= 13.79, T_rov= 0.50, F_drag_cable=( 0.01,  16.85), Fy_cmd=-25.00, desired=  0.57, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.60, L= 424.85, L_straight= 417.39, slack=  7.46, T_bat= 13.84, T_rov= 0.50, F_drag_cable=( 0.01,  16.86), Fy_cmd=-25.00, desired=  0.56, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.70, L= 424.91, L_straight= 417.44, slack=  7.47, T_bat= 13.66, T_rov= 0.50, F_drag_cable=( 0.01,  16.86), Fy_cmd=-25.00, desired=  0.56, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.80, L= 424.96, L_straight= 417.49, slack=  7.47, T_bat= 13.50, T_rov= 0.50, F_drag_cable=( 0.01,  16.86), Fy_cmd=-25.00, desired=  0.56, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 39.90, L= 425.02, L_straight= 417.54, slack=  7.47, T_bat= 13.51, T_rov= 0.50, F_drag_cable=( 0.01,  16.86), Fy_cmd=-25.00, desired=  0.56, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
[SCEN] t=40.00 scen=Fx crit=(t>40:5) T_bat=13.366042343757536 y=-416.54 x=29.65 L=425.07
IC_L_7: t= 40.00, L= 425.07, L_straight= 417.59, slack=  7.48, T_bat= 13.37, T_rov= 0.50, F_drag_cable=( 0.01,  16.87), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.10, L= 425.13, L_straight= 417.64, slack=  7.48, T_bat= 13.68, T_rov= 0.50, F_drag_cable=( 0.01,  16.87), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.20, L= 425.18, L_straight= 417.69, slack=  7.49, T_bat= 13.72, T_rov= 0.50, F_drag_cable=(-0.00,  16.87), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.30, L= 425.24, L_straight= 417.74, slack=  7.49, T_bat= 13.73, T_rov= 0.50, F_drag_cable=(-0.02,  16.87), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.40, L= 425.29, L_straight= 417.80, slack=  7.50, T_bat= 13.85, T_rov= 0.50, F_drag_cable=(-0.08,  16.87), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.50, L= 425.35, L_straight= 417.85, slack=  7.50, T_bat= 13.72, T_rov= 0.50, F_drag_cable=(-0.18,  16.88), Fy_cmd=-25.00, desired=  0.54, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.60, L= 425.40, L_straight= 417.90, slack=  7.50, T_bat= 13.53, T_rov= 0.50, F_drag_cable=(-0.30,  16.88), Fy_cmd=-25.00, desired=  0.54, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.70, L= 425.45, L_straight= 417.95, slack=  7.51, T_bat= 13.69, T_rov= 0.50, F_drag_cable=(-0.46,  16.88), Fy_cmd=-25.00, desired=  0.54, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.80, L= 425.51, L_straight= 418.00, slack=  7.51, T_bat= 13.80, T_rov= 0.50, F_drag_cable=(-0.63,  16.88), Fy_cmd=-25.00, desired=  0.54, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 40.90, L= 425.56, L_straight= 418.05, slack=  7.51, T_bat= 13.81, T_rov= 0.50, F_drag_cable=(-0.83,  16.89), Fy_cmd=-25.00, desired=  0.54, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 41.00, L= 425.62, L_straight= 418.10, slack=  7.52, T_bat= 13.89, T_rov= 0.50, F_drag_cable=(-1.04,  16.89), Fy_cmd=-25.00, desired=  0.54, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 41.10, L= 425.67, L_straight= 418.15, slack=  7.52, T_bat= 13.86, T_rov= 0.50, F_drag_cable=(-1.26,  16.89), Fy_cmd=-25.00, desired=  0.54, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 41.20, L= 425.73, L_straight= 418.21, slack=  7.52, T_bat= 13.96, T_rov= 0.50, F_drag_cable=(-1.49,  16.89), Fy_cmd=-25.00, desired=  0.54, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 41.30, L= 425.78, L_straight= 418.26, slack=  7.52, T_bat= 14.04, T_rov= 0.50, F_drag_cable=(-1.71,  16.89), Fy_cmd=-25.00, desired=  0.54, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 41.40, L= 425.84, L_straight= 418.31, slack=  7.53, T_bat= 14.04, T_rov= 0.50, F_drag_cable=(-1.94,  16.90), Fy_cmd=-25.00, desired=  0.54, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 41.50, L= 425.89, L_straight= 418.36, slack=  7.53, T_bat= 13.88, T_rov= 0.50, F_drag_cable=(-2.15,  16.90), Fy_cmd=-25.00, desired=  0.54, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 41.60, L= 425.94, L_straight= 418.41, slack=  7.53, T_bat= 13.96, T_rov= 0.50, F_drag_cable=(-2.36,  16.90), Fy_cmd=-25.00, desired=  0.44, ret=  0.53, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 41.70, L= 426.00, L_straight= 418.46, slack=  7.53, T_bat= 13.86, T_rov= 0.50, F_drag_cable=(-2.56,  16.90), Fy_cmd=-25.00, desired=  0.34, ret=  0.51, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 41.80, L= 426.05, L_straight= 418.52, slack=  7.53, T_bat= 13.96, T_rov= 0.50, F_drag_cable=(-2.74,  16.90), Fy_cmd=-25.00, desired=  0.44, ret=  0.50, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 41.90, L= 426.10, L_straight= 418.57, slack=  7.53, T_bat= 14.24, T_rov= 0.50, F_drag_cable=(-2.92,  16.91), Fy_cmd=-25.00, desired=  0.54, ret=  0.51, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.00, L= 426.15, L_straight= 418.62, slack=  7.53, T_bat= 14.20, T_rov= 0.50, F_drag_cable=(-3.08,  16.91), Fy_cmd=-25.00, desired=  0.54, ret=  0.51, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.10, L= 426.20, L_straight= 418.67, slack=  7.53, T_bat= 14.22, T_rov= 0.50, F_drag_cable=(-3.22,  16.91), Fy_cmd=-25.00, desired=  0.55, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.20, L= 426.25, L_straight= 418.72, slack=  7.53, T_bat= 14.31, T_rov= 0.50, F_drag_cable=(-3.35,  16.91), Fy_cmd=-25.00, desired=  0.55, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.30, L= 426.31, L_straight= 418.78, slack=  7.53, T_bat= 14.29, T_rov= 0.50, F_drag_cable=(-3.48,  16.91), Fy_cmd=-25.00, desired=  0.55, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.40, L= 426.36, L_straight= 418.83, slack=  7.53, T_bat= 14.26, T_rov= 0.50, F_drag_cable=(-3.58,  16.92), Fy_cmd=-25.00, desired=  0.55, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.50, L= 426.41, L_straight= 418.88, slack=  7.53, T_bat= 14.38, T_rov= 0.50, F_drag_cable=(-3.68,  16.92), Fy_cmd=-25.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.60, L= 426.46, L_straight= 418.93, slack=  7.53, T_bat= 14.44, T_rov= 0.50, F_drag_cable=(-3.77,  16.92), Fy_cmd=-25.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.70, L= 426.52, L_straight= 418.99, slack=  7.53, T_bat= 14.30, T_rov= 0.50, F_drag_cable=(-3.85,  16.92), Fy_cmd=-25.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.80, L= 426.57, L_straight= 419.04, slack=  7.53, T_bat= 14.35, T_rov= 0.50, F_drag_cable=(-3.92,  16.93), Fy_cmd=-25.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 42.90, L= 426.62, L_straight= 419.09, slack=  7.53, T_bat= 14.55, T_rov= 0.50, F_drag_cable=(-3.98,  16.93), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.00, L= 426.68, L_straight= 419.14, slack=  7.53, T_bat= 14.56, T_rov= 0.50, F_drag_cable=(-4.04,  16.93), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.10, L= 426.73, L_straight= 419.20, slack=  7.53, T_bat= 14.57, T_rov= 0.50, F_drag_cable=(-4.08,  16.93), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.20, L= 426.78, L_straight= 419.25, slack=  7.54, T_bat= 14.40, T_rov= 0.50, F_drag_cable=(-4.13,  16.93), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.30, L= 426.84, L_straight= 419.30, slack=  7.54, T_bat= 14.33, T_rov= 0.50, F_drag_cable=(-4.17,  16.94), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.40, L= 426.89, L_straight= 419.35, slack=  7.54, T_bat= 14.32, T_rov= 0.50, F_drag_cable=(-4.20,  16.94), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.50, L= 426.95, L_straight= 419.40, slack=  7.54, T_bat= 14.33, T_rov= 0.50, F_drag_cable=(-4.23,  16.94), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.60, L= 427.00, L_straight= 419.46, slack=  7.54, T_bat= 14.35, T_rov= 0.50, F_drag_cable=(-4.25,  16.94), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.70, L= 427.05, L_straight= 419.51, slack=  7.54, T_bat= 14.36, T_rov= 0.50, F_drag_cable=(-4.28,  16.94), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.80, L= 427.11, L_straight= 419.56, slack=  7.55, T_bat= 14.40, T_rov= 0.50, F_drag_cable=(-4.30,  16.95), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 43.90, L= 427.16, L_straight= 419.61, slack=  7.55, T_bat= 14.37, T_rov= 0.50, F_drag_cable=(-4.31,  16.95), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 44.00, L= 427.22, L_straight= 419.67, slack=  7.55, T_bat= 14.17, T_rov= 0.50, F_drag_cable=(-4.33,  16.95), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 44.10, L= 427.27, L_straight= 419.72, slack=  7.55, T_bat= 14.41, T_rov= 0.50, F_drag_cable=(-4.34,  16.95), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 44.20, L= 427.33, L_straight= 419.77, slack=  7.56, T_bat= 14.53, T_rov= 0.50, F_drag_cable=(-4.36,  16.96), Fy_cmd=-25.00, desired=  0.55, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 44.30, L= 427.38, L_straight= 419.82, slack=  7.56, T_bat= 14.31, T_rov= 0.50, F_drag_cable=(-4.37,  16.96), Fy_cmd=-25.00, desired=  0.45, ret=  0.54, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.40, L= 427.44, L_straight= 419.88, slack=  7.56, T_bat= 14.21, T_rov= 0.50, F_drag_cable=(-4.38,  16.96), Fy_cmd=-25.00, desired=  0.35, ret=  0.52, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 44.50, L= 427.49, L_straight= 419.93, slack=  7.56, T_bat= 14.25, T_rov= 0.50, F_drag_cable=(-4.38,  16.96), Fy_cmd=-25.00, desired=  0.45, ret=  0.51, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 44.60, L= 427.54, L_straight= 419.98, slack=  7.56, T_bat= 14.28, T_rov= 0.50, F_drag_cable=(-4.39,  16.96), Fy_cmd=-25.00, desired=  0.55, ret=  0.51, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 44.70, L= 427.59, L_straight= 420.03, slack=  7.56, T_bat= 14.28, T_rov= 0.50, F_drag_cable=(-4.40,  16.97), Fy_cmd=-25.00, desired=  0.55, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 44.80, L= 427.64, L_straight= 420.09, slack=  7.55, T_bat= 14.22, T_rov= 0.50, F_drag_cable=(-4.40,  16.97), Fy_cmd=-25.00, desired=  0.55, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 44.90, L= 427.69, L_straight= 420.14, slack=  7.55, T_bat= 14.34, T_rov= 0.50, F_drag_cable=(-4.41,  16.97), Fy_cmd=-25.00, desired=  0.55, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.00, L= 427.75, L_straight= 420.19, slack=  7.55, T_bat= 14.25, T_rov= 0.50, F_drag_cable=(-4.41,  16.97), Fy_cmd=-25.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.10, L= 427.80, L_straight= 420.24, slack=  7.55, T_bat= 14.36, T_rov= 0.50, F_drag_cable=(-4.42,  16.97), Fy_cmd=-25.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.20, L= 427.85, L_straight= 420.30, slack=  7.55, T_bat= 14.49, T_rov= 0.50, F_drag_cable=(-4.42,  16.98), Fy_cmd=-25.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.30, L= 427.90, L_straight= 420.35, slack=  7.56, T_bat= 14.61, T_rov= 0.50, F_drag_cable=(-4.42,  16.98), Fy_cmd=-25.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.40, L= 427.96, L_straight= 420.40, slack=  7.56, T_bat= 14.55, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.50, L= 428.01, L_straight= 420.45, slack=  7.56, T_bat= 14.60, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.60, L= 428.06, L_straight= 420.51, slack=  7.56, T_bat= 14.54, T_rov= 0.50, F_drag_cable=(-4.43,  16.98), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.70, L= 428.12, L_straight= 420.56, slack=  7.56, T_bat= 14.51, T_rov= 0.50, F_drag_cable=(-4.43,  16.99), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.80, L= 428.17, L_straight= 420.61, slack=  7.56, T_bat= 14.51, T_rov= 0.50, F_drag_cable=(-4.43,  16.99), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 45.90, L= 428.23, L_straight= 420.66, slack=  7.56, T_bat= 14.57, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 46.00, L= 428.28, L_straight= 420.72, slack=  7.57, T_bat= 14.67, T_rov= 0.50, F_drag_cable=(-4.44,  16.99), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 46.10, L= 428.33, L_straight= 420.77, slack=  7.57, T_bat= 14.74, T_rov= 0.50, F_drag_cable=(-4.44,  17.00), Fy_cmd=-25.00, desired=  0.55, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
