IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, F_drag_cable=( 0.00, -0.06), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 89.90, L= 431.52, L_straight= 424.16, slack=  7.36, T_bat= 7.70, T_rov= 0.50, F_drag_cable=(-4.47,  8.05), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.00, L= 431.56, L_straight= 424.19, slack=  7.36, T_bat= 7.76, T_rov= 0.50, F_drag_cable=(-4.47,  8.05), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.10, L= 431.59, L_straight= 424.23, slack=  7.36, T_bat= 7.75, T_rov= 0.50, F_drag_cable=(-4.47,  8.05), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.20, L= 431.63, L_straight= 424.27, slack=  7.36, T_bat= 7.80, T_rov= 0.50, F_drag_cable=(-4.47,  8.05), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.30, L= 431.67, L_straight= 424.30, slack=  7.37, T_bat= 7.63, T_rov= 0.50, F_drag_cable=(-4.47,  8.05), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.40, L= 431.71, L_straight= 424.34, slack=  7.37, T_bat= 7.60, T_rov= 0.50, F_drag_cable=(-4.47,  8.05), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.50, L= 431.75, L_straight= 424.38, slack=  7.37, T_bat= 7.63, T_rov= 0.50, F_drag_cable=(-4.47,  8.05), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.60, L= 431.78, L_straight= 424.42, slack=  7.37, T_bat= 7.72, T_rov= 0.50, F_drag_cable=(-4.47,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.70, L= 431.82, L_straight= 424.45, slack=  7.37, T_bat= 7.79, T_rov= 0.50, F_drag_cable=(-4.47,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.80, L= 431.86, L_straight= 424.49, slack=  7.37, T_bat= 7.66, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 90.90, L= 431.90, L_straight= 424.53, slack=  7.37, T_bat= 7.78, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.00, L= 431.93, L_straight= 424.56, slack=  7.37, T_bat= 7.82, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.10, L= 431.97, L_straight= 424.60, slack=  7.37, T_bat= 7.78, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.20, L= 432.01, L_straight= 424.64, slack=  7.37, T_bat= 7.72, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.30, L= 432.05, L_straight= 424.68, slack=  7.37, T_bat= 7.83, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.40, L= 432.09, L_straight= 424.71, slack=  7.37, T_bat= 7.66, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.50, L= 432.12, L_straight= 424.75, slack=  7.37, T_bat= 7.80, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.60, L= 432.16, L_straight= 424.79, slack=  7.37, T_bat= 7.76, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.70, L= 432.20, L_straight= 424.82, slack=  7.37, T_bat= 7.85, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.80, L= 432.24, L_straight= 424.86, slack=  7.37, T_bat= 7.85, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 91.90, L= 432.27, L_straight= 424.90, slack=  7.38, T_bat= 7.85, T_rov= 0.50, F_drag_cable=(-4.48,  8.06), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.00, L= 432.31, L_straight= 424.94, slack=  7.38, T_bat= 7.85, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.10, L= 432.35, L_straight= 424.97, slack=  7.38, T_bat= 7.79, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.20, L= 432.39, L_straight= 425.01, slack=  7.38, T_bat= 7.71, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.30, L= 432.43, L_straight= 425.05, slack=  7.38, T_bat= 7.65, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.40, L= 432.46, L_straight= 425.09, slack=  7.38, T_bat= 7.63, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.50, L= 432.50, L_straight= 425.12, slack=  7.38, T_bat= 7.77, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.60, L= 432.54, L_straight= 425.16, slack=  7.38, T_bat= 7.74, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.70, L= 432.58, L_straight= 425.20, slack=  7.38, T_bat= 7.67, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.80, L= 432.62, L_straight= 425.23, slack=  7.38, T_bat= 7.72, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 92.90, L= 432.65, L_straight= 425.27, slack=  7.38, T_bat= 7.66, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.00, L= 432.69, L_straight= 425.31, slack=  7.38, T_bat= 7.64, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.10, L= 432.73, L_straight= 425.35, slack=  7.38, T_bat= 7.64, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.20, L= 432.77, L_straight= 425.38, slack=  7.38, T_bat= 7.82, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.30, L= 432.80, L_straight= 425.42, slack=  7.38, T_bat= 7.68, T_rov= 0.50, F_drag_cable=(-4.48,  8.07), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.40, L= 432.84, L_straight= 425.46, slack=  7.39, T_bat= 7.78, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.50, L= 432.88, L_straight= 425.49, slack=  7.39, T_bat= 7.81, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.60, L= 432.92, L_straight= 425.53, slack=  7.39, T_bat= 7.87, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.70, L= 432.96, L_straight= 425.57, slack=  7.39, T_bat= 7.90, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.80, L= 432.99, L_straight= 425.61, slack=  7.39, T_bat= 7.83, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 93.90, L= 433.03, L_straight= 425.64, slack=  7.39, T_bat= 7.83, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.00, L= 433.07, L_straight= 425.68, slack=  7.39, T_bat= 7.85, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.10, L= 433.11, L_straight= 425.72, slack=  7.39, T_bat= 7.88, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.20, L= 433.14, L_straight= 425.75, slack=  7.39, T_bat= 7.88, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.30, L= 433.18, L_straight= 425.79, slack=  7.39, T_bat= 7.90, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.40, L= 433.22, L_straight= 425.83, slack=  7.39, T_bat= 7.93, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.50, L= 433.26, L_straight= 425.87, slack=  7.39, T_bat= 7.87, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.60, L= 433.30, L_straight= 425.90, slack=  7.39, T_bat= 7.86, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.70, L= 433.33, L_straight= 425.94, slack=  7.39, T_bat= 7.78, T_rov= 0.50, F_drag_cable=(-4.49,  8.08), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.80, L= 433.37, L_straight= 425.98, slack=  7.39, T_bat= 7.76, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 94.90, L= 433.41, L_straight= 426.01, slack=  7.39, T_bat= 7.73, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.00, L= 433.45, L_straight= 426.05, slack=  7.40, T_bat= 7.79, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.10, L= 433.49, L_straight= 426.09, slack=  7.40, T_bat= 7.75, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.20, L= 433.52, L_straight= 426.13, slack=  7.40, T_bat= 7.84, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.30, L= 433.56, L_straight= 426.16, slack=  7.40, T_bat= 7.85, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.40, L= 433.60, L_straight= 426.20, slack=  7.40, T_bat= 7.86, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.50, L= 433.64, L_straight= 426.24, slack=  7.40, T_bat= 7.89, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.60, L= 433.68, L_straight= 426.28, slack=  7.40, T_bat= 7.92, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.70, L= 433.71, L_straight= 426.31, slack=  7.40, T_bat= 7.93, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.80, L= 433.75, L_straight= 426.35, slack=  7.40, T_bat= 7.85, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 95.90, L= 433.79, L_straight= 426.39, slack=  7.40, T_bat= 7.85, T_rov= 0.50, F_drag_cable=(-4.49,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.00, L= 433.83, L_straight= 426.42, slack=  7.40, T_bat= 7.77, T_rov= 0.50, F_drag_cable=(-4.50,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.10, L= 433.86, L_straight= 426.46, slack=  7.40, T_bat= 7.83, T_rov= 0.50, F_drag_cable=(-4.50,  8.09), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.20, L= 433.90, L_straight= 426.50, slack=  7.40, T_bat= 7.79, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.30, L= 433.94, L_straight= 426.54, slack=  7.40, T_bat= 7.70, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.40, L= 433.98, L_straight= 426.57, slack=  7.41, T_bat= 7.80, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.50, L= 434.02, L_straight= 426.61, slack=  7.41, T_bat= 7.87, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.60, L= 434.05, L_straight= 426.65, slack=  7.41, T_bat= 7.90, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.70, L= 434.09, L_straight= 426.69, slack=  7.41, T_bat= 7.86, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.80, L= 434.13, L_straight= 426.72, slack=  7.41, T_bat= 7.88, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 96.90, L= 434.17, L_straight= 426.76, slack=  7.41, T_bat= 7.88, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.00, L= 434.21, L_straight= 426.80, slack=  7.41, T_bat= 7.92, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.10, L= 434.24, L_straight= 426.83, slack=  7.41, T_bat= 7.91, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.20, L= 434.28, L_straight= 426.87, slack=  7.41, T_bat= 7.88, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.30, L= 434.32, L_straight= 426.91, slack=  7.41, T_bat= 7.89, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.40, L= 434.36, L_straight= 426.95, slack=  7.41, T_bat= 7.80, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.50, L= 434.40, L_straight= 426.98, slack=  7.41, T_bat= 7.81, T_rov= 0.50, F_drag_cable=(-4.50,  8.10), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.60, L= 434.43, L_straight= 427.02, slack=  7.41, T_bat= 7.83, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.70, L= 434.47, L_straight= 427.06, slack=  7.41, T_bat= 7.86, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.80, L= 434.51, L_straight= 427.09, slack=  7.41, T_bat= 7.79, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 97.90, L= 434.55, L_straight= 427.13, slack=  7.42, T_bat= 7.83, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.00, L= 434.58, L_straight= 427.17, slack=  7.42, T_bat= 7.83, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.10, L= 434.62, L_straight= 427.21, slack=  7.42, T_bat= 7.78, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.20, L= 434.66, L_straight= 427.24, slack=  7.42, T_bat= 7.83, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.30, L= 434.70, L_straight= 427.28, slack=  7.42, T_bat= 7.81, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
[SCEN] t=98.40 scen=Fy crit=(y<-425:-50) T_bat=7.770280699100686 y=-425.00 x=44.42 L=434.74
IC_L_7: t= 98.40, L= 434.74, L_straight= 427.32, slack=  7.42, T_bat= 7.77, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-25.00, desired=  0.38, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.50, L= 434.77, L_straight= 427.36, slack=  7.42, T_bat= 7.68, T_rov= 0.50, F_drag_cable=(-4.50,  8.11), Fy_cmd=-50.00, desired=  0.40, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.60, L= 434.81, L_straight= 427.40, slack=  7.41, T_bat= 8.64, T_rov= 0.50, F_drag_cable=(-4.50,  12.47), Fy_cmd=-50.00, desired=  0.44, ret=  0.39, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.70, L= 434.85, L_straight= 427.45, slack=  7.40, T_bat= 9.72, T_rov= 0.50, F_drag_cable=(-4.51,  15.88), Fy_cmd=-50.00, desired=  0.49, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.80, L= 434.89, L_straight= 427.51, slack=  7.38, T_bat= 10.94, T_rov= 0.50, F_drag_cable=(-4.51,  18.13), Fy_cmd=-50.00, desired=  0.53, ret=  0.41, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 98.90, L= 434.93, L_straight= 427.56, slack=  7.37, T_bat= 12.31, T_rov= 0.50, F_drag_cable=(-4.51,  19.47), Fy_cmd=-50.00, desired=  0.57, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.00, L= 434.97, L_straight= 427.62, slack=  7.36, T_bat= 13.85, T_rov= 0.50, F_drag_cable=(-4.51,  20.22), Fy_cmd=-50.00, desired=  0.61, ret=  0.45, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.10, L= 435.02, L_straight= 427.68, slack=  7.34, T_bat= 15.58, T_rov= 0.50, F_drag_cable=(-4.51,  20.62), Fy_cmd=-50.00, desired=  0.64, ret=  0.47, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.20, L= 435.07, L_straight= 427.74, slack=  7.33, T_bat= 16.69, T_rov= 0.50, F_drag_cable=(-4.51,  20.84), Fy_cmd=-50.00, desired=  0.67, ret=  0.49, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.30, L= 435.11, L_straight= 427.79, slack=  7.32, T_bat= 17.27, T_rov= 0.50, F_drag_cable=(-4.51,  20.95), Fy_cmd=-50.00, desired=  0.70, ret=  0.51, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.40, L= 435.17, L_straight= 427.85, slack=  7.31, T_bat= 17.50, T_rov= 0.50, F_drag_cable=(-4.51,  21.01), Fy_cmd=-50.00, desired=  0.71, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.50, L= 435.22, L_straight= 427.91, slack=  7.31, T_bat= 17.41, T_rov= 0.50, F_drag_cable=(-4.51,  21.04), Fy_cmd=-50.00, desired=  0.73, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.60, L= 435.27, L_straight= 427.97, slack=  7.30, T_bat= 17.50, T_rov= 0.50, F_drag_cable=(-4.51,  21.06), Fy_cmd=-50.00, desired=  0.74, ret=  0.57, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.70, L= 435.33, L_straight= 428.03, slack=  7.30, T_bat= 17.51, T_rov= 0.50, F_drag_cable=(-4.51,  21.07), Fy_cmd=-50.00, desired=  0.74, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 99.80, L= 435.39, L_straight= 428.09, slack=  7.30, T_bat= 17.72, T_rov= 0.50, F_drag_cable=(-4.51,  21.08), Fy_cmd=-50.00, desired=  0.75, ret=  0.60, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
