IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 1.65, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.20, L= 510.06, L_straight= 506.13, slack=  3.93, T_bat= 17.40, Fy= 0.04, desired=  0.93, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 114.30, L= 510.15, L_straight= 506.17, slack=  3.98, T_bat= 2.58, Fy= 0.07, desired=  0.93, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 114.40, L= 510.24, L_straight= 506.20, slack=  4.04, T_bat= 17.41, Fy= 0.03, desired=  0.92, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 114.50, L= 510.33, L_straight= 506.23, slack=  4.10, T_bat= 2.57, Fy= 0.07, desired=  0.91, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 114.60, L= 510.42, L_straight= 506.27, slack=  4.16, T_bat= 17.41, Fy= 0.03, desired=  0.91, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 114.70, L= 510.52, L_straight= 506.30, slack=  4.21, T_bat= 2.55, Fy= 0.06, desired=  0.90, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 114.80, L= 510.61, L_straight= 506.33, slack=  4.27, T_bat= 17.42, Fy= 0.03, desired=  0.89, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 114.90, L= 510.70, L_straight= 506.37, slack=  4.33, T_bat= 2.55, Fy= 0.06, desired=  0.89, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.00, L= 510.79, L_straight= 506.40, slack=  4.39, T_bat= 17.43, Fy= 0.03, desired=  0.88, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.10, L= 510.88, L_straight= 506.43, slack=  4.44, T_bat= 2.54, Fy= 0.06, desired=  0.87, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.20, L= 510.97, L_straight= 506.47, slack=  4.50, T_bat= 17.44, Fy= 0.03, desired=  0.87, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.30, L= 511.06, L_straight= 506.50, slack=  4.56, T_bat= 2.53, Fy= 0.06, desired=  0.86, ret=  0.89, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.40, L= 511.15, L_straight= 506.53, slack=  4.61, T_bat= 17.44, Fy= 0.03, desired=  0.85, ret=  0.89, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.50, L= 511.24, L_straight= 506.57, slack=  4.67, T_bat= 2.52, Fy= 0.06, desired=  0.85, ret=  0.88, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.60, L= 511.32, L_straight= 506.60, slack=  4.73, T_bat= 17.45, Fy= 0.03, desired=  0.84, ret=  0.88, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.70, L= 511.41, L_straight= 506.63, slack=  4.78, T_bat= 2.52, Fy= 0.06, desired=  0.83, ret=  0.88, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.80, L= 511.50, L_straight= 506.66, slack=  4.83, T_bat= 17.46, Fy= 0.03, desired=  0.83, ret=  0.87, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 115.90, L= 511.59, L_straight= 506.70, slack=  4.89, T_bat= 2.51, Fy= 0.05, desired=  0.82, ret=  0.87, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.00, L= 511.67, L_straight= 506.73, slack=  4.94, T_bat= 17.47, Fy= 0.02, desired=  0.81, ret=  0.86, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.10, L= 511.76, L_straight= 506.76, slack=  5.00, T_bat= 2.50, Fy= 0.05, desired=  0.81, ret=  0.86, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.20, L= 511.84, L_straight= 506.80, slack=  5.05, T_bat= 17.48, Fy= 0.02, desired=  0.80, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.30, L= 511.93, L_straight= 506.83, slack=  5.10, T_bat= 2.50, Fy= 0.05, desired=  0.80, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.40, L= 512.01, L_straight= 506.86, slack=  5.15, T_bat= 17.49, Fy= 0.02, desired=  0.79, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.50, L= 512.10, L_straight= 506.90, slack=  5.20, T_bat= 2.49, Fy= 0.05, desired=  0.78, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.60, L= 512.18, L_straight= 506.93, slack=  5.25, T_bat= 17.50, Fy= 0.02, desired=  0.78, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.70, L= 512.26, L_straight= 506.96, slack=  5.30, T_bat= 2.49, Fy= 0.05, desired=  0.77, ret=  0.82, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.80, L= 512.35, L_straight= 507.00, slack=  5.35, T_bat= 17.51, Fy= 0.02, desired=  0.77, ret=  0.82, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 116.90, L= 512.43, L_straight= 507.03, slack=  5.40, T_bat= 2.48, Fy= 0.05, desired=  0.76, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.00, L= 512.51, L_straight= 507.06, slack=  5.45, T_bat= 17.52, Fy= 0.02, desired=  0.76, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.10, L= 512.59, L_straight= 507.09, slack=  5.50, T_bat= 2.48, Fy= 0.05, desired=  0.75, ret=  0.80, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.20, L= 512.67, L_straight= 507.13, slack=  5.54, T_bat= 17.53, Fy= 0.02, desired=  0.74, ret=  0.79, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.30, L= 512.75, L_straight= 507.16, slack=  5.59, T_bat= 2.47, Fy= 0.05, desired=  0.74, ret=  0.79, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.40, L= 512.83, L_straight= 507.19, slack=  5.64, T_bat= 17.54, Fy= 0.02, desired=  0.73, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.50, L= 512.91, L_straight= 507.23, slack=  5.68, T_bat= 2.47, Fy= 0.05, desired=  0.73, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.60, L= 512.98, L_straight= 507.26, slack=  5.73, T_bat= 17.55, Fy= 0.02, desired=  0.72, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.70, L= 513.06, L_straight= 507.29, slack=  5.77, T_bat= 2.46, Fy= 0.05, desired=  0.72, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.80, L= 513.14, L_straight= 507.32, slack=  5.81, T_bat= 17.56, Fy= 0.02, desired=  0.71, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 117.90, L= 513.21, L_straight= 507.36, slack=  5.86, T_bat= 2.46, Fy= 0.04, desired=  0.71, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.00, L= 513.29, L_straight= 507.39, slack=  5.90, T_bat= 17.57, Fy= 0.02, desired=  0.70, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.10, L= 513.37, L_straight= 507.42, slack=  5.94, T_bat= 2.46, Fy= 0.04, desired=  0.70, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.20, L= 513.44, L_straight= 507.46, slack=  5.98, T_bat= 17.58, Fy= 0.02, desired=  0.69, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.30, L= 513.51, L_straight= 507.49, slack=  6.03, T_bat= 2.45, Fy= 0.04, desired=  0.69, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.40, L= 513.59, L_straight= 507.52, slack=  6.07, T_bat= 17.59, Fy= 0.02, desired=  0.68, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.50, L= 513.66, L_straight= 507.55, slack=  6.11, T_bat= 2.45, Fy= 0.04, desired=  0.68, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.60, L= 513.73, L_straight= 507.59, slack=  6.15, T_bat= 17.60, Fy= 0.02, desired=  0.67, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.70, L= 513.80, L_straight= 507.62, slack=  6.18, T_bat= 2.44, Fy= 0.04, desired=  0.67, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.80, L= 513.88, L_straight= 507.65, slack=  6.22, T_bat= 17.61, Fy= 0.02, desired=  0.66, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 118.90, L= 513.95, L_straight= 507.69, slack=  6.26, T_bat= 2.44, Fy= 0.04, desired=  0.66, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.00, L= 514.02, L_straight= 507.72, slack=  6.30, T_bat= 17.62, Fy= 0.01, desired=  0.66, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.10, L= 514.09, L_straight= 507.75, slack=  6.34, T_bat= 2.43, Fy= 0.04, desired=  0.65, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.20, L= 514.16, L_straight= 507.78, slack=  6.37, T_bat= 17.63, Fy= 0.01, desired=  0.65, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.30, L= 514.23, L_straight= 507.82, slack=  6.41, T_bat= 2.43, Fy= 0.04, desired=  0.64, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.40, L= 514.29, L_straight= 507.85, slack=  6.44, T_bat= 17.64, Fy= 0.01, desired=  0.64, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.50, L= 514.36, L_straight= 507.88, slack=  6.48, T_bat= 2.43, Fy= 0.04, desired=  0.63, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.60, L= 514.43, L_straight= 507.92, slack=  6.51, T_bat= 17.65, Fy= 0.01, desired=  0.63, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.70, L= 514.50, L_straight= 507.95, slack=  6.55, T_bat= 2.42, Fy= 0.04, desired=  0.63, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.80, L= 514.56, L_straight= 507.98, slack=  6.58, T_bat= 17.66, Fy= 0.01, desired=  0.62, ret=  0.66, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 119.90, L= 514.63, L_straight= 508.01, slack=  6.62, T_bat= 2.42, Fy= 0.04, desired=  0.62, ret=  0.66, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.00, L= 514.70, L_straight= 508.05, slack=  6.65, T_bat= 17.66, Fy= 0.01, desired=  0.61, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.10, L= 514.76, L_straight= 508.08, slack=  6.68, T_bat= 2.42, Fy= 0.04, desired=  0.61, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.20, L= 514.83, L_straight= 508.11, slack=  6.71, T_bat= 17.67, Fy= 0.01, desired=  0.61, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.30, L= 514.89, L_straight= 508.15, slack=  6.75, T_bat= 2.41, Fy= 0.04, desired=  0.60, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.40, L= 514.95, L_straight= 508.18, slack=  6.78, T_bat= 17.68, Fy= 0.01, desired=  0.60, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.50, L= 515.02, L_straight= 508.21, slack=  6.81, T_bat= 2.41, Fy= 0.04, desired=  0.60, ret=  0.63, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.60, L= 515.08, L_straight= 508.24, slack=  6.84, T_bat= 17.69, Fy= 0.01, desired=  0.59, ret=  0.63, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.70, L= 515.14, L_straight= 508.28, slack=  6.87, T_bat= 2.40, Fy= 0.04, desired=  0.59, ret=  0.62, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.80, L= 515.21, L_straight= 508.31, slack=  6.90, T_bat= 17.70, Fy= 0.01, desired=  0.59, ret=  0.62, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.90, L= 515.27, L_straight= 508.34, slack=  6.93, T_bat= 2.40, Fy= 0.04, desired=  0.58, ret=  0.62, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.00, L= 515.33, L_straight= 508.37, slack=  6.96, T_bat= 17.71, Fy= 0.01, desired=  0.58, ret=  0.61, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.10, L= 515.39, L_straight= 508.41, slack=  6.99, T_bat= 2.40, Fy= 0.03, desired=  0.58, ret=  0.61, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.20, L= 515.45, L_straight= 508.44, slack=  7.01, T_bat= 17.72, Fy= 0.01, desired=  0.57, ret=  0.61, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.30, L= 515.51, L_straight= 508.47, slack=  7.04, T_bat= 2.39, Fy= 0.03, desired=  0.57, ret=  0.60, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.40, L= 515.57, L_straight= 508.51, slack=  7.07, T_bat= 17.72, Fy= 0.01, desired=  0.57, ret=  0.60, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.50, L= 515.63, L_straight= 508.54, slack=  7.10, T_bat= 2.39, Fy= 0.03, desired=  0.56, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.60, L= 515.69, L_straight= 508.57, slack=  7.12, T_bat= 17.73, Fy= 0.01, desired=  0.56, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.70, L= 515.75, L_straight= 508.60, slack=  7.15, T_bat= 2.39, Fy= 0.03, desired=  0.56, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.80, L= 515.81, L_straight= 508.64, slack=  7.17, T_bat= 17.74, Fy= 0.01, desired=  0.55, ret=  0.58, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 121.90, L= 515.87, L_straight= 508.67, slack=  7.20, T_bat= 2.38, Fy= 0.03, desired=  0.55, ret=  0.58, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.00, L= 515.93, L_straight= 508.70, slack=  7.23, T_bat= 17.75, Fy= 0.01, desired=  0.55, ret=  0.58, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.10, L= 515.99, L_straight= 508.73, slack=  7.25, T_bat= 2.38, Fy= 0.03, desired=  0.54, ret=  0.57, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.20, L= 516.04, L_straight= 508.77, slack=  7.28, T_bat= 17.76, Fy= 0.01, desired=  0.54, ret=  0.57, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.30, L= 516.10, L_straight= 508.80, slack=  7.30, T_bat= 2.38, Fy= 0.03, desired=  0.54, ret=  0.57, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.40, L= 516.16, L_straight= 508.83, slack=  7.32, T_bat= 17.77, Fy= 0.01, desired=  0.54, ret=  0.56, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.50, L= 516.21, L_straight= 508.87, slack=  7.35, T_bat= 2.37, Fy= 0.03, desired=  0.53, ret=  0.56, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.60, L= 516.27, L_straight= 508.90, slack=  7.37, T_bat= 17.77, Fy= 0.01, desired=  0.53, ret=  0.56, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.70, L= 516.33, L_straight= 508.93, slack=  7.39, T_bat= 2.37, Fy= 0.03, desired=  0.53, ret=  0.56, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.80, L= 516.38, L_straight= 508.96, slack=  7.42, T_bat= 17.78, Fy= 0.01, desired=  0.53, ret=  0.55, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 122.90, L= 516.44, L_straight= 509.00, slack=  7.44, T_bat= 2.36, Fy= 0.03, desired=  0.52, ret=  0.55, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.00, L= 516.49, L_straight= 509.03, slack=  7.46, T_bat= 17.79, Fy= 0.01, desired=  0.52, ret=  0.55, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.10, L= 516.55, L_straight= 509.06, slack=  7.48, T_bat= 2.36, Fy= 0.03, desired=  0.52, ret=  0.54, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.20, L= 516.60, L_straight= 509.09, slack=  7.51, T_bat= 17.80, Fy= 0.01, desired=  0.52, ret=  0.54, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.30, L= 516.65, L_straight= 509.13, slack=  7.53, T_bat= 2.36, Fy= 0.03, desired=  0.51, ret=  0.54, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.40, L= 516.71, L_straight= 509.16, slack=  7.55, T_bat= 17.80, Fy= 0.01, desired=  0.51, ret=  0.54, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.50, L= 516.76, L_straight= 509.19, slack=  7.57, T_bat= 2.35, Fy= 0.03, desired=  0.51, ret=  0.53, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.60, L= 516.82, L_straight= 509.23, slack=  7.59, T_bat= 17.81, Fy= 0.01, desired=  0.51, ret=  0.53, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.70, L= 516.87, L_straight= 509.26, slack=  7.61, T_bat= 2.35, Fy= 0.03, desired=  0.50, ret=  0.53, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.80, L= 516.92, L_straight= 509.29, slack=  7.63, T_bat= 17.82, Fy= 0.01, desired=  0.50, ret=  0.52, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 123.90, L= 516.97, L_straight= 509.32, slack=  7.65, T_bat= 2.35, Fy= 0.03, desired=  0.50, ret=  0.52, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.00, L= 517.03, L_straight= 509.36, slack=  7.67, T_bat= 17.83, Fy= 0.01, desired=  0.50, ret=  0.52, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.10, L= 517.08, L_straight= 509.39, slack=  7.69, T_bat= 2.34, Fy= 0.03, desired=  0.49, ret=  0.52, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.20, L= 517.13, L_straight= 509.42, slack=  7.71, T_bat= 17.83, Fy= 0.01, desired=  0.49, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.30, L= 517.18, L_straight= 509.45, slack=  7.73, T_bat= 2.34, Fy= 0.03, desired=  0.49, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.40, L= 517.23, L_straight= 509.49, slack=  7.75, T_bat= 17.84, Fy= 0.01, desired=  0.49, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.50, L= 517.28, L_straight= 509.52, slack=  7.76, T_bat= 2.34, Fy= 0.03, desired=  0.49, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.60, L= 517.33, L_straight= 509.55, slack=  7.78, T_bat= 17.85, Fy= 0.01, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.70, L= 517.38, L_straight= 509.59, slack=  7.80, T_bat= 2.33, Fy= 0.03, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.80, L= 517.43, L_straight= 509.62, slack=  7.82, T_bat= 17.86, Fy= 0.01, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 124.90, L= 517.48, L_straight= 509.65, slack=  7.83, T_bat= 2.33, Fy= 0.03, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.00, L= 517.53, L_straight= 509.68, slack=  7.85, T_bat= 17.86, Fy= 0.01, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.10, L= 517.58, L_straight= 509.72, slack=  7.87, T_bat= 2.33, Fy= 0.03, desired=  0.47, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.20, L= 517.63, L_straight= 509.75, slack=  7.88, T_bat= 17.87, Fy= 0.01, desired=  0.47, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.30, L= 517.68, L_straight= 509.78, slack=  7.90, T_bat= 2.32, Fy= 0.03, desired=  0.47, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.40, L= 517.73, L_straight= 509.81, slack=  7.92, T_bat= 17.88, Fy= 0.01, desired=  0.47, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.50, L= 517.78, L_straight= 509.85, slack=  7.93, T_bat= 2.32, Fy= 0.03, desired=  0.47, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.60, L= 517.83, L_straight= 509.88, slack=  7.95, T_bat= 17.88, Fy= 0.01, desired=  0.46, ret=  0.48, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.70, L= 517.88, L_straight= 509.91, slack=  7.97, T_bat= 2.32, Fy= 0.03, desired=  0.46, ret=  0.48, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.80, L= 517.93, L_straight= 509.94, slack=  7.98, T_bat= 17.89, Fy= 0.01, desired=  0.46, ret=  0.48, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 125.90, L= 517.97, L_straight= 509.98, slack=  8.00, T_bat= 2.31, Fy= 0.03, desired=  0.46, ret=  0.48, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.00, L= 518.02, L_straight= 510.01, slack=  8.01, T_bat= 17.90, Fy= 0.01, desired=  0.46, ret=  0.48, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.10, L= 518.07, L_straight= 510.04, slack=  8.03, T_bat= 2.31, Fy= 0.03, desired=  0.46, ret=  0.47, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.20, L= 518.12, L_straight= 510.07, slack=  8.04, T_bat= 17.91, Fy= 0.01, desired=  0.45, ret=  0.47, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.30, L= 518.16, L_straight= 510.11, slack=  8.06, T_bat= 2.31, Fy= 0.03, desired=  0.45, ret=  0.47, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.40, L= 518.21, L_straight= 510.14, slack=  8.07, T_bat= 17.91, Fy= 0.01, desired=  0.45, ret=  0.47, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.50, L= 518.26, L_straight= 510.17, slack=  8.08, T_bat= 2.30, Fy= 0.03, desired=  0.45, ret=  0.47, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.60, L= 518.30, L_straight= 510.21, slack=  8.10, T_bat= 17.92, Fy= 0.01, desired=  0.45, ret=  0.46, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.70, L= 518.35, L_straight= 510.24, slack=  8.11, T_bat= 2.30, Fy= 0.03, desired=  0.45, ret=  0.46, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.80, L= 518.40, L_straight= 510.27, slack=  8.12, T_bat= 17.93, Fy= 0.01, desired=  0.44, ret=  0.46, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 126.90, L= 518.44, L_straight= 510.30, slack=  8.14, T_bat= 2.30, Fy= 0.03, desired=  0.44, ret=  0.46, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.00, L= 518.49, L_straight= 510.34, slack=  8.15, T_bat= 17.93, Fy= 0.01, desired=  0.44, ret=  0.46, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.10, L= 518.53, L_straight= 510.37, slack=  8.16, T_bat= 2.29, Fy= 0.03, desired=  0.44, ret=  0.46, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.20, L= 518.58, L_straight= 510.40, slack=  8.18, T_bat= 17.94, Fy= 0.01, desired=  0.44, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.30, L= 518.62, L_straight= 510.43, slack=  8.19, T_bat= 2.29, Fy= 0.03, desired=  0.44, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.40, L= 518.67, L_straight= 510.47, slack=  8.20, T_bat= 17.95, Fy= 0.01, desired=  0.44, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.50, L= 518.71, L_straight= 510.50, slack=  8.22, T_bat= 2.29, Fy= 0.03, desired=  0.43, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.60, L= 518.76, L_straight= 510.53, slack=  8.23, T_bat= 17.95, Fy= 0.01, desired=  0.43, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.70, L= 518.80, L_straight= 510.56, slack=  8.24, T_bat= 2.29, Fy= 0.03, desired=  0.43, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.80, L= 518.85, L_straight= 510.60, slack=  8.25, T_bat= 17.96, Fy= 0.01, desired=  0.43, ret=  0.44, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 127.90, L= 518.89, L_straight= 510.63, slack=  8.26, T_bat= 2.28, Fy= 0.03, desired=  0.43, ret=  0.44, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 128.00, L= 518.94, L_straight= 510.66, slack=  8.27, T_bat= 17.97, Fy= 0.01, desired=  0.43, ret=  0.44, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 128.10, L= 518.98, L_straight= 510.69, slack=  8.29, T_bat= 2.28, Fy= 0.03, desired=  0.43, ret=  0.44, exp=PILOT_DESC_ADD_SLACK_ACC
