[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.8068861141478056 p=-100.00 L=110.00
IC_L_6: t= 0.10, y_rov=-100.00, vy_rov=-0.03, gy_rov= 0.00, L= 110.00, dl_dt_cmd= 0.00, prev_cmd= 0.00, T_bat= 0.81, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-8.73, ret=-0.01, exp=CATENARY_SIGN_IN_ACC
IC_L_6: t= 1.50, y_rov=-100.79, vy_rov=-0.67, gy_rov=-0.00, L= 110.21, dl_dt_cmd= 0.28, prev_cmd= 0.28, T_bat= 21.92, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.08, ret= 0.30, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 1.60, y_rov=-100.86, vy_rov=-0.67, gy_rov=-0.00, L= 110.24, dl_dt_cmd= 0.30, prev_cmd= 0.30, T_bat= 21.95, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.05, ret= 0.31, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 1.70, y_rov=-100.93, vy_rov=-0.67, gy_rov=-0.00, L= 110.27, dl_dt_cmd= 0.31, prev_cmd= 0.31, T_bat= 21.97, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.03, ret= 0.32, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 1.80, y_rov=-101.00, vy_rov=-0.67, gy_rov=-0.00, L= 110.31, dl_dt_cmd= 0.32, prev_cmd= 0.32, T_bat= 21.98, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.01, ret= 0.32, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 1.90, y_rov=-101.06, vy_rov=-0.67, gy_rov=-0.00, L= 110.34, dl_dt_cmd= 0.32, prev_cmd= 0.32, T_bat= 22.00, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.01, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.00, y_rov=-101.13, vy_rov=-0.67, gy_rov=-0.00, L= 110.37, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 22.01, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.00, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.10, y_rov=-101.20, vy_rov=-0.67, gy_rov=-0.00, L= 110.41, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 22.03, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.00, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.20, y_rov=-101.27, vy_rov=-0.67, gy_rov=-0.00, L= 110.44, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 22.04, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.00, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.30, y_rov=-101.33, vy_rov=-0.67, gy_rov=-0.00, L= 110.48, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 22.06, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.00, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.40, y_rov=-101.40, vy_rov=-0.67, gy_rov=-0.00, L= 110.51, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 22.07, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.00, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.50, y_rov=-101.47, vy_rov=-0.67, gy_rov=-0.00, L= 110.55, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 22.08, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-0.00, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.60, y_rov=-101.53, vy_rov=-0.67, gy_rov=-0.00, L= 110.58, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 22.10, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.70, y_rov=-101.60, vy_rov=-0.67, gy_rov= 0.00, L= 110.62, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 22.11, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.80, y_rov=-101.67, vy_rov=-0.67, gy_rov= 0.00, L= 110.66, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 22.13, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 2.90, y_rov=-101.74, vy_rov=-0.67, gy_rov= 0.00, L= 110.69, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 22.14, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.00, y_rov=-101.80, vy_rov=-0.67, gy_rov= 0.00, L= 110.73, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 22.16, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.10, y_rov=-101.87, vy_rov=-0.67, gy_rov= 0.00, L= 110.77, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 22.17, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.20, y_rov=-101.94, vy_rov=-0.67, gy_rov= 0.00, L= 110.81, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 22.19, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.30, y_rov=-102.01, vy_rov=-0.67, gy_rov= 0.00, L= 110.85, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 22.20, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.40, y_rov=-102.07, vy_rov=-0.67, gy_rov= 0.00, L= 110.88, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 22.22, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.50, y_rov=-102.14, vy_rov=-0.67, gy_rov= 0.00, L= 110.92, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.23, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.60, y_rov=-102.21, vy_rov=-0.67, gy_rov= 0.00, L= 110.96, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.25, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.70, y_rov=-102.28, vy_rov=-0.67, gy_rov= 0.00, L= 111.00, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.26, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.80, y_rov=-102.34, vy_rov=-0.67, gy_rov= 0.00, L= 111.04, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.28, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 3.90, y_rov=-102.41, vy_rov=-0.67, gy_rov= 0.00, L= 111.08, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.30, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.00, y_rov=-102.48, vy_rov=-0.67, gy_rov= 0.00, L= 111.12, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.31, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.10, y_rov=-102.54, vy_rov=-0.67, gy_rov= 0.00, L= 111.16, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.33, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.20, y_rov=-102.61, vy_rov=-0.67, gy_rov= 0.00, L= 111.20, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.34, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.30, y_rov=-102.68, vy_rov=-0.67, gy_rov= 0.00, L= 111.24, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.36, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.39, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.40, y_rov=-102.75, vy_rov=-0.67, gy_rov= 0.00, L= 111.27, dl_dt_cmd= 0.39, prev_cmd= 0.39, T_bat= 22.37, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.50, y_rov=-102.81, vy_rov=-0.67, gy_rov= 0.00, L= 111.31, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.39, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.60, y_rov=-102.88, vy_rov=-0.67, gy_rov= 0.00, L= 111.35, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.41, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.70, y_rov=-102.95, vy_rov=-0.67, gy_rov= 0.00, L= 111.39, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.42, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.80, y_rov=-103.02, vy_rov=-0.67, gy_rov= 0.00, L= 111.43, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.44, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 4.90, y_rov=-103.08, vy_rov=-0.67, gy_rov= 0.00, L= 111.47, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.45, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.00, y_rov=-103.15, vy_rov=-0.67, gy_rov= 0.00, L= 111.51, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.47, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.10, y_rov=-103.22, vy_rov=-0.67, gy_rov= 0.00, L= 111.55, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.49, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.20, y_rov=-103.29, vy_rov=-0.67, gy_rov= 0.00, L= 111.59, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.50, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.30, y_rov=-103.35, vy_rov=-0.67, gy_rov= 0.00, L= 111.63, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.52, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.40, y_rov=-103.42, vy_rov=-0.67, gy_rov= 0.00, L= 111.67, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.53, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.50, y_rov=-103.49, vy_rov=-0.67, gy_rov= 0.00, L= 111.71, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.55, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.60, y_rov=-103.55, vy_rov=-0.67, gy_rov= 0.00, L= 111.75, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.57, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.70, y_rov=-103.62, vy_rov=-0.67, gy_rov= 0.00, L= 111.79, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.58, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.80, y_rov=-103.69, vy_rov=-0.67, gy_rov= 0.00, L= 111.83, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.60, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 5.90, y_rov=-103.76, vy_rov=-0.67, gy_rov= 0.00, L= 111.87, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.61, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.00, y_rov=-103.82, vy_rov=-0.67, gy_rov= 0.00, L= 111.91, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.63, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.10, y_rov=-103.89, vy_rov=-0.67, gy_rov= 0.00, L= 111.95, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.65, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.20, y_rov=-103.96, vy_rov=-0.67, gy_rov= 0.00, L= 111.99, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.66, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.30, y_rov=-104.03, vy_rov=-0.67, gy_rov= 0.00, L= 112.03, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.68, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.40, y_rov=-104.09, vy_rov=-0.67, gy_rov= 0.00, L= 112.07, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.69, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.50, y_rov=-104.16, vy_rov=-0.67, gy_rov= 0.00, L= 112.11, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.71, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.60, y_rov=-104.23, vy_rov=-0.67, gy_rov= 0.00, L= 112.15, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.73, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.70, y_rov=-104.30, vy_rov=-0.67, gy_rov= 0.00, L= 112.19, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.74, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.80, y_rov=-104.36, vy_rov=-0.67, gy_rov= 0.00, L= 112.23, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.76, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 6.90, y_rov=-104.43, vy_rov=-0.67, gy_rov= 0.00, L= 112.27, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.77, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.00, y_rov=-104.50, vy_rov=-0.67, gy_rov= 0.00, L= 112.31, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.79, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.10, y_rov=-104.56, vy_rov=-0.67, gy_rov= 0.00, L= 112.35, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.81, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.20, y_rov=-104.63, vy_rov=-0.67, gy_rov= 0.00, L= 112.39, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.82, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.30, y_rov=-104.70, vy_rov=-0.67, gy_rov= 0.00, L= 112.43, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.84, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.40, y_rov=-104.77, vy_rov=-0.67, gy_rov= 0.00, L= 112.47, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.86, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.50, y_rov=-104.83, vy_rov=-0.67, gy_rov= 0.00, L= 112.51, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.87, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.60, y_rov=-104.90, vy_rov=-0.67, gy_rov= 0.00, L= 112.55, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.89, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.70, y_rov=-104.97, vy_rov=-0.67, gy_rov= 0.00, L= 112.59, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.90, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.80, y_rov=-105.04, vy_rov=-0.67, gy_rov= 0.00, L= 112.63, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.92, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 7.90, y_rov=-105.10, vy_rov=-0.67, gy_rov= 0.00, L= 112.67, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.94, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 8.00, y_rov=-105.17, vy_rov=-0.67, gy_rov= 0.00, L= 112.71, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.95, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 8.10, y_rov=-105.24, vy_rov=-0.67, gy_rov= 0.00, L= 112.75, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.97, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 8.20, y_rov=-105.30, vy_rov=-0.67, gy_rov= 0.00, L= 112.79, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 22.99, Fy_tr=-0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
