[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.8068861135073987 p=-100.00 L=110.00
AUTO_L_6: t=0.10, T=0.81, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.00, desired= -0.20, ret= -0.02, exp=REG_SIGN_ACC
AUTO_L_6: t=17.30, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.02, ret= -0.03, exp=REG_T_ACC
AUTO_L_6: t=17.40, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.03, exp=REG_T_ACC
AUTO_L_6: t=17.50, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=17.60, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=17.70, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=17.80, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=17.90, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=18.00, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=18.10, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=18.20, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.45, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=18.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.44, desired= -0.01, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.44, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.44, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.44, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.44, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.43, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.43, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=19.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.42, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=19.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.42, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=19.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.41, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=19.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.40, desired= -0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=19.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.39, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=19.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.38, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=19.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.36, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=19.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=19.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=19.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.26, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.22, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.16, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.09, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.01, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.10, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.24, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.43, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.67, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=20.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.99, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -1.43, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -2.02, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -2.83, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -3.99, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -5.65, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -7.78, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL= -10.84, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.70, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL= -15.32, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.80, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL= -22.02, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=21.90, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL= -32.34, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.00, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL= -48.82, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.10, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL= -76.41, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.20, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=-125.71, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.30, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=-223.16, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.40, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=-453.63, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.50, T=25.02, Trupt=50.00, Tcible=25.00, est_dT_dL=-1291.18, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.60, T=25.02, Trupt=50.00, Tcible=25.00, est_dT_dL= 15549.74, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.70, T=25.02, Trupt=50.00, Tcible=25.00, est_dT_dL= 1986.72, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.80, T=25.02, Trupt=50.00, Tcible=25.00, est_dT_dL= 1463.19, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=22.90, T=25.03, Trupt=50.00, Tcible=25.00, est_dT_dL= 1416.33, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.00, T=25.03, Trupt=50.00, Tcible=25.00, est_dT_dL= 1558.67, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.10, T=25.03, Trupt=50.00, Tcible=25.00, est_dT_dL= 1861.69, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.20, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL= 2368.92, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.30, T=25.05, Trupt=50.00, Tcible=25.00, est_dT_dL= 3184.17, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.40, T=25.06, Trupt=50.00, Tcible=25.00, est_dT_dL= 4513.71, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.50, T=25.07, Trupt=50.00, Tcible=25.00, est_dT_dL= 6768.20, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.60, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL= 10830.63, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.70, T=25.12, Trupt=50.00, Tcible=25.00, est_dT_dL= 18831.15, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.80, T=25.18, Trupt=50.00, Tcible=25.00, est_dT_dL= 37085.25, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=23.90, T=25.32, Trupt=50.00, Tcible=25.00, est_dT_dL= 94326.14, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.00, T=19.19, Trupt=50.00, Tcible=25.00, est_dT_dL=-2614731.46, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.10, T=12.61, Trupt=50.00, Tcible=25.00, est_dT_dL=-8223036.63, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.20, T=12.08, Trupt=50.00, Tcible=25.00, est_dT_dL=-13690694.95, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.30, T=12.42, Trupt=50.00, Tcible=25.00, est_dT_dL=-24340604.05, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.40, T=12.88, Trupt=50.00, Tcible=25.00, est_dT_dL=-58684188.27, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.50, T=13.36, Trupt=50.00, Tcible=25.00, est_dT_dL= 1273289100.05, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.60, T=13.82, Trupt=50.00, Tcible=25.00, est_dT_dL= 74595248.68, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.70, T=14.26, Trupt=50.00, Tcible=25.00, est_dT_dL= 46076679.26, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.80, T=14.67, Trupt=50.00, Tcible=25.00, est_dT_dL= 37781353.31, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=24.90, T=15.03, Trupt=50.00, Tcible=25.00, est_dT_dL= 35343005.03, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.00, T=15.36, Trupt=50.00, Tcible=25.00, est_dT_dL= 13470098.15, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.10, T=15.65, Trupt=50.00, Tcible=25.00, est_dT_dL=-11549107.83, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.20, T=15.90, Trupt=50.00, Tcible=25.00, est_dT_dL=-15825545.78, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.30, T=16.11, Trupt=50.00, Tcible=25.00, est_dT_dL=-16873847.94, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.40, T=16.30, Trupt=50.00, Tcible=25.00, est_dT_dL=-17135101.96, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.50, T=16.45, Trupt=50.00, Tcible=25.00, est_dT_dL=-16881788.85, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.60, T=16.58, Trupt=50.00, Tcible=25.00, est_dT_dL=-16100822.55, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.70, T=16.69, Trupt=50.00, Tcible=25.00, est_dT_dL=-14802746.85, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.80, T=16.78, Trupt=50.00, Tcible=25.00, est_dT_dL=-13078868.58, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=25.90, T=16.85, Trupt=50.00, Tcible=25.00, est_dT_dL=-11093581.46, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.00, T=16.90, Trupt=50.00, Tcible=25.00, est_dT_dL=-9044957.82, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.10, T=16.94, Trupt=50.00, Tcible=25.00, est_dT_dL=-7017078.41, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.20, T=16.98, Trupt=50.00, Tcible=25.00, est_dT_dL=-5410204.35, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.30, T=17.00, Trupt=50.00, Tcible=25.00, est_dT_dL=-4085163.58, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.40, T=17.02, Trupt=50.00, Tcible=25.00, est_dT_dL=-2995218.93, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.50, T=17.03, Trupt=50.00, Tcible=25.00, est_dT_dL=-2113492.41, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.60, T=17.03, Trupt=50.00, Tcible=25.00, est_dT_dL=-1420198.04, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.70, T=17.03, Trupt=50.00, Tcible=25.00, est_dT_dL=-896041.39, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.80, T=17.03, Trupt=50.00, Tcible=25.00, est_dT_dL=-520105.89, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=26.90, T=17.02, Trupt=50.00, Tcible=25.00, est_dT_dL=-268680.30, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=27.00, T=17.01, Trupt=50.00, Tcible=25.00, est_dT_dL=-115147.14, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=27.10, T=17.00, Trupt=50.00, Tcible=25.00, est_dT_dL=-34185.93, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=27.20, T=16.98, Trupt=50.00, Tcible=25.00, est_dT_dL=-1883.91, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=27.30, T=16.97, Trupt=50.00, Tcible=25.00, est_dT_dL= 1241.28, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=27.40, T=16.95, Trupt=50.00, Tcible=25.00, est_dT_dL= 4700.38, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=27.50, T=16.93, Trupt=50.00, Tcible=25.00, est_dT_dL=-19044.11, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=27.60, T=16.91, Trupt=50.00, Tcible=25.00, est_dT_dL=-5757.90, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=27.70, T=16.90, Trupt=50.00, Tcible=25.00, est_dT_dL=-5027.79, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=27.80, T=16.88, Trupt=50.00, Tcible=25.00, est_dT_dL=-6068.82, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=27.90, T=16.85, Trupt=50.00, Tcible=25.00, est_dT_dL=-9974.08, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=28.00, T=16.83, Trupt=50.00, Tcible=25.00, est_dT_dL=-35247.50, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=28.10, T=16.81, Trupt=50.00, Tcible=25.00, est_dT_dL= 29990.29, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=28.20, T=16.79, Trupt=50.00, Tcible=25.00, est_dT_dL= 14126.60, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=28.30, T=16.77, Trupt=50.00, Tcible=25.00, est_dT_dL=-53888.88, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=28.40, T=16.74, Trupt=50.00, Tcible=25.00, est_dT_dL= 14941.39, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=28.50, T=16.72, Trupt=50.00, Tcible=25.00, est_dT_dL= 5932.34, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=28.60, T=16.70, Trupt=50.00, Tcible=25.00, est_dT_dL= 4727.45, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=28.70, T=16.68, Trupt=50.00, Tcible=25.00, est_dT_dL= 5626.07, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=28.80, T=16.65, Trupt=50.00, Tcible=25.00, est_dT_dL= 12680.73, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=28.90, T=16.63, Trupt=50.00, Tcible=25.00, est_dT_dL=-18985.09, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=29.00, T=16.61, Trupt=50.00, Tcible=25.00, est_dT_dL=-5563.49, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=29.10, T=16.59, Trupt=50.00, Tcible=25.00, est_dT_dL=-3777.76, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=29.20, T=16.57, Trupt=50.00, Tcible=25.00, est_dT_dL=-3506.41, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=29.30, T=16.54, Trupt=50.00, Tcible=25.00, est_dT_dL=-4223.04, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=29.40, T=16.52, Trupt=50.00, Tcible=25.00, est_dT_dL=-6603.43, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=29.50, T=16.50, Trupt=50.00, Tcible=25.00, est_dT_dL=-29915.11, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=29.60, T=16.48, Trupt=50.00, Tcible=25.00, est_dT_dL= 9064.82, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=29.70, T=16.46, Trupt=50.00, Tcible=25.00, est_dT_dL= 3850.08, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=29.80, T=16.43, Trupt=50.00, Tcible=25.00, est_dT_dL= 2634.93, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=29.90, T=16.41, Trupt=50.00, Tcible=25.00, est_dT_dL= 2369.59, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=30.00, T=16.39, Trupt=50.00, Tcible=25.00, est_dT_dL= 2720.53, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=30.10, T=16.36, Trupt=50.00, Tcible=25.00, est_dT_dL= 4572.29, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=30.20, T=16.34, Trupt=50.00, Tcible=25.00, est_dT_dL=-214981.52, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=30.30, T=16.32, Trupt=50.00, Tcible=25.00, est_dT_dL=-3880.71, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=30.40, T=16.30, Trupt=50.00, Tcible=25.00, est_dT_dL=-2072.66, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=30.50, T=16.28, Trupt=50.00, Tcible=25.00, est_dT_dL=-1602.91, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=30.60, T=16.26, Trupt=50.00, Tcible=25.00, est_dT_dL=-1562.99, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=30.70, T=16.23, Trupt=50.00, Tcible=25.00, est_dT_dL=-1994.98, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=30.80, T=16.21, Trupt=50.00, Tcible=25.00, est_dT_dL=-4440.84, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=30.90, T=16.19, Trupt=50.00, Tcible=25.00, est_dT_dL= 6947.44, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=31.00, T=16.17, Trupt=50.00, Tcible=25.00, est_dT_dL= 1873.26, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=31.10, T=16.15, Trupt=50.00, Tcible=25.00, est_dT_dL= 1179.51, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=31.20, T=16.12, Trupt=50.00, Tcible=25.00, est_dT_dL= 1003.45, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=31.30, T=16.10, Trupt=50.00, Tcible=25.00, est_dT_dL= 1082.57, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=31.40, T=16.07, Trupt=50.00, Tcible=25.00, est_dT_dL= 1603.49, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=31.50, T=16.05, Trupt=50.00, Tcible=25.00, est_dT_dL= 7178.19, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=31.60, T=16.03, Trupt=50.00, Tcible=25.00, est_dT_dL=-2268.89, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=31.70, T=16.01, Trupt=50.00, Tcible=25.00, est_dT_dL=-993.55, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=31.80, T=15.99, Trupt=50.00, Tcible=25.00, est_dT_dL=-700.36, desired= -0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=31.90, T=15.98, Trupt=50.00, Tcible=25.00, est_dT_dL=-633.72, desired= -0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=32.00, T=15.96, Trupt=50.00, Tcible=25.00, est_dT_dL=-735.95, desired= -0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=32.10, T=15.94, Trupt=50.00, Tcible=25.00, est_dT_dL=-1350.11, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=32.20, T=15.92, Trupt=50.00, Tcible=25.00, est_dT_dL= 5218.30, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=32.30, T=15.90, Trupt=50.00, Tcible=25.00, est_dT_dL= 817.86, desired=  0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=32.40, T=15.87, Trupt=50.00, Tcible=25.00, est_dT_dL= 485.80, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=32.50, T=15.84, Trupt=50.00, Tcible=25.00, est_dT_dL= 407.77, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=32.60, T=15.82, Trupt=50.00, Tcible=25.00, est_dT_dL= 440.71, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=32.70, T=15.79, Trupt=50.00, Tcible=25.00, est_dT_dL= 651.67, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=32.80, T=15.77, Trupt=50.00, Tcible=25.00, est_dT_dL= 2572.17, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=32.90, T=15.75, Trupt=50.00, Tcible=25.00, est_dT_dL=-1021.29, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=33.00, T=15.74, Trupt=50.00, Tcible=25.00, est_dT_dL=-427.07, desired= -0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=33.10, T=15.72, Trupt=50.00, Tcible=25.00, est_dT_dL=-291.39, desired= -0.02, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=33.20, T=15.71, Trupt=50.00, Tcible=25.00, est_dT_dL=-253.89, desired= -0.02, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=33.30, T=15.70, Trupt=50.00, Tcible=25.00, est_dT_dL=-283.44, desired= -0.02, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=33.40, T=15.68, Trupt=50.00, Tcible=25.00, est_dT_dL=-510.58, desired= -0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=33.50, T=15.67, Trupt=50.00, Tcible=25.00, est_dT_dL= 1544.35, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=33.60, T=15.64, Trupt=50.00, Tcible=25.00, est_dT_dL= 282.38, desired=  0.02, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=33.70, T=15.61, Trupt=50.00, Tcible=25.00, est_dT_dL= 178.50, desired=  0.03, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=33.80, T=15.57, Trupt=50.00, Tcible=25.00, est_dT_dL= 163.15, desired=  0.03, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=33.90, T=15.54, Trupt=50.00, Tcible=25.00, est_dT_dL= 193.72, desired=  0.02, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=34.00, T=15.51, Trupt=50.00, Tcible=25.00, est_dT_dL= 322.55, desired=  0.01, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=34.10, T=15.49, Trupt=50.00, Tcible=25.00, est_dT_dL= 2792.59, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=34.20, T=15.47, Trupt=50.00, Tcible=25.00, est_dT_dL=-367.22, desired= -0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=34.30, T=15.47, Trupt=50.00, Tcible=25.00, est_dT_dL=-172.18, desired= -0.03, ret=  0.00, exp=REG_T_ACC
