[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.8068861135073987 p=-100.00 L=110.00
AUTO_L_6: t=0.10, L= 110.00, est_dT_dL=   0.00, y_rov=-100.00, vy_rov= -0.01, T=0.81, prev_cmd=  0.00, ret1= -0.02, ret= -0.02, dL_dt=  0.00, dt=  0.10, Gamma=  0.50, desired= -0.20, exp=REG_SIGN_ACC
AUTO_L_6: t=19.70, L= 96.81, est_dT_dL=   0.15, y_rov=-95.40, vy_rov=  0.86, T=11.06, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-20.81, exp=REG_T_ACC
AUTO_L_6: t=19.80, L= 96.72, est_dT_dL=   0.16, y_rov=-95.30, vy_rov=  0.91, T=11.15, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-19.51, exp=REG_T_ACC
AUTO_L_6: t=19.90, L= 96.62, est_dT_dL=   0.06, y_rov=-95.21, vy_rov=  0.96, T=11.24, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-49.40, exp=REG_T_ACC
AUTO_L_6: t=20.00, L= 96.52, est_dT_dL=  -0.05, y_rov=-95.11, vy_rov=  0.96, T=11.25, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 64.47, exp=REG_T_ACC
AUTO_L_6: t=20.10, L= 96.42, est_dT_dL=  -0.06, y_rov=-95.02, vy_rov=  0.91, T=11.16, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 52.49, exp=REG_T_ACC
AUTO_L_6: t=20.20, L= 96.33, est_dT_dL=  -0.06, y_rov=-94.94, vy_rov=  0.86, T=11.07, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 53.50, exp=REG_T_ACC
AUTO_L_6: t=20.30, L= 96.25, est_dT_dL=  -0.05, y_rov=-94.85, vy_rov=  0.81, T=10.98, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 57.13, exp=REG_T_ACC
AUTO_L_6: t=20.40, L= 96.17, est_dT_dL=  -0.05, y_rov=-94.78, vy_rov=  0.77, T=10.90, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 61.47, exp=REG_T_ACC
AUTO_L_6: t=20.50, L= 96.09, est_dT_dL=   0.09, y_rov=-94.71, vy_rov=  0.72, T=10.83, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-33.49, exp=REG_T_ACC
AUTO_L_6: t=20.60, L= 96.01, est_dT_dL=   0.12, y_rov=-94.63, vy_rov=  0.77, T=10.88, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-25.55, exp=REG_T_ACC
AUTO_L_6: t=20.70, L= 95.93, est_dT_dL=   0.13, y_rov=-94.55, vy_rov=  0.81, T=10.95, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-23.14, exp=REG_T_ACC
AUTO_L_6: t=20.80, L= 95.84, est_dT_dL=   0.14, y_rov=-94.46, vy_rov=  0.86, T=11.02, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-21.49, exp=REG_T_ACC
AUTO_L_6: t=20.90, L= 95.74, est_dT_dL=   0.15, y_rov=-94.37, vy_rov=  0.91, T=11.11, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-20.14, exp=REG_T_ACC
AUTO_L_6: t=21.00, L= 95.64, est_dT_dL=   0.06, y_rov=-94.28, vy_rov=  0.96, T=11.19, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-50.61, exp=REG_T_ACC
AUTO_L_6: t=21.10, L= 95.54, est_dT_dL=  -0.05, y_rov=-94.18, vy_rov=  0.96, T=11.20, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 67.75, exp=REG_T_ACC
AUTO_L_6: t=21.20, L= 95.45, est_dT_dL=  -0.06, y_rov=-94.09, vy_rov=  0.91, T=11.12, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 54.55, exp=REG_T_ACC
AUTO_L_6: t=21.30, L= 95.36, est_dT_dL=  -0.05, y_rov=-94.00, vy_rov=  0.86, T=11.03, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 56.10, exp=REG_T_ACC
AUTO_L_6: t=21.40, L= 95.27, est_dT_dL=  -0.05, y_rov=-93.92, vy_rov=  0.81, T=10.95, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 60.71, exp=REG_T_ACC
AUTO_L_6: t=21.50, L= 95.19, est_dT_dL=  -0.04, y_rov=-93.84, vy_rov=  0.77, T=10.87, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 65.59, exp=REG_T_ACC
AUTO_L_6: t=21.60, L= 95.12, est_dT_dL=   0.08, y_rov=-93.77, vy_rov=  0.72, T=10.80, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-34.61, exp=REG_T_ACC
AUTO_L_6: t=21.70, L= 95.04, est_dT_dL=   0.11, y_rov=-93.70, vy_rov=  0.77, T=10.85, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-26.32, exp=REG_T_ACC
AUTO_L_6: t=21.80, L= 94.95, est_dT_dL=   0.12, y_rov=-93.61, vy_rov=  0.81, T=10.91, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-23.82, exp=REG_T_ACC
AUTO_L_6: t=21.90, L= 94.86, est_dT_dL=   0.13, y_rov=-93.53, vy_rov=  0.86, T=10.99, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-22.20, exp=REG_T_ACC
AUTO_L_6: t=22.00, L= 94.77, est_dT_dL=   0.15, y_rov=-93.44, vy_rov=  0.91, T=11.06, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-20.72, exp=REG_T_ACC
AUTO_L_6: t=22.10, L= 94.67, est_dT_dL=   0.06, y_rov=-93.34, vy_rov=  0.96, T=11.15, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-51.82, exp=REG_T_ACC
AUTO_L_6: t=22.20, L= 94.57, est_dT_dL=  -0.04, y_rov=-93.25, vy_rov=  0.96, T=11.16, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 72.20, exp=REG_T_ACC
AUTO_L_6: t=22.30, L= 94.47, est_dT_dL=  -0.05, y_rov=-93.15, vy_rov=  0.91, T=11.08, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 57.35, exp=REG_T_ACC
AUTO_L_6: t=22.40, L= 94.38, est_dT_dL=  -0.05, y_rov=-93.07, vy_rov=  0.86, T=10.99, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 58.36, exp=REG_T_ACC
AUTO_L_6: t=22.50, L= 94.30, est_dT_dL=  -0.05, y_rov=-92.99, vy_rov=  0.81, T=10.91, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 63.14, exp=REG_T_ACC
AUTO_L_6: t=22.60, L= 94.22, est_dT_dL=  -0.04, y_rov=-92.91, vy_rov=  0.77, T=10.84, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 69.94, exp=REG_T_ACC
AUTO_L_6: t=22.70, L= 94.14, est_dT_dL=   0.08, y_rov=-92.84, vy_rov=  0.72, T=10.78, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-35.78, exp=REG_T_ACC
AUTO_L_6: t=22.80, L= 94.06, est_dT_dL=   0.11, y_rov=-92.76, vy_rov=  0.77, T=10.82, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-27.52, exp=REG_T_ACC
AUTO_L_6: t=22.90, L= 93.98, est_dT_dL=   0.12, y_rov=-92.68, vy_rov=  0.82, T=10.88, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-24.78, exp=REG_T_ACC
AUTO_L_6: t=23.00, L= 93.89, est_dT_dL=   0.13, y_rov=-92.59, vy_rov=  0.86, T=10.95, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-23.07, exp=REG_T_ACC
AUTO_L_6: t=23.10, L= 93.79, est_dT_dL=   0.14, y_rov=-92.50, vy_rov=  0.91, T=11.03, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-21.42, exp=REG_T_ACC
AUTO_L_6: t=23.20, L= 93.69, est_dT_dL=   0.06, y_rov=-92.41, vy_rov=  0.96, T=11.11, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-53.15, exp=REG_T_ACC
AUTO_L_6: t=23.30, L= 93.59, est_dT_dL=  -0.04, y_rov=-92.31, vy_rov=  0.96, T=11.11, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 76.13, exp=REG_T_ACC
AUTO_L_6: t=23.40, L= 93.50, est_dT_dL=  -0.05, y_rov=-92.22, vy_rov=  0.91, T=11.04, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 60.30, exp=REG_T_ACC
AUTO_L_6: t=23.50, L= 93.41, est_dT_dL=  -0.05, y_rov=-92.13, vy_rov=  0.86, T=10.96, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 62.77, exp=REG_T_ACC
AUTO_L_6: t=23.60, L= 93.32, est_dT_dL=  -0.04, y_rov=-92.05, vy_rov=  0.82, T=10.88, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 65.98, exp=REG_T_ACC
AUTO_L_6: t=23.70, L= 93.24, est_dT_dL=  -0.04, y_rov=-91.97, vy_rov=  0.77, T=10.81, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 71.93, exp=REG_T_ACC
AUTO_L_6: t=23.80, L= 93.17, est_dT_dL=   0.08, y_rov=-91.90, vy_rov=  0.72, T=10.75, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-37.12, exp=REG_T_ACC
AUTO_L_6: t=23.90, L= 93.09, est_dT_dL=   0.10, y_rov=-91.83, vy_rov=  0.77, T=10.79, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-28.37, exp=REG_T_ACC
AUTO_L_6: t=24.00, L= 93.00, est_dT_dL=   0.11, y_rov=-91.74, vy_rov=  0.82, T=10.85, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-25.65, exp=REG_T_ACC
AUTO_L_6: t=24.10, L= 92.91, est_dT_dL=   0.12, y_rov=-91.66, vy_rov=  0.86, T=10.92, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-23.87, exp=REG_T_ACC
AUTO_L_6: t=24.20, L= 92.82, est_dT_dL=   0.13, y_rov=-91.57, vy_rov=  0.91, T=10.99, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-22.23, exp=REG_T_ACC
AUTO_L_6: t=24.30, L= 92.72, est_dT_dL=   0.06, y_rov=-91.47, vy_rov=  0.96, T=11.06, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-54.60, exp=REG_T_ACC
AUTO_L_6: t=24.40, L= 92.62, est_dT_dL=  -0.04, y_rov=-91.37, vy_rov=  0.96, T=11.07, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 80.39, exp=REG_T_ACC
AUTO_L_6: t=24.50, L= 92.52, est_dT_dL=  -0.05, y_rov=-91.28, vy_rov=  0.91, T=11.00, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 62.77, exp=REG_T_ACC
AUTO_L_6: t=24.60, L= 92.43, est_dT_dL=  -0.05, y_rov=-91.20, vy_rov=  0.86, T=10.92, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 65.31, exp=REG_T_ACC
AUTO_L_6: t=24.70, L= 92.35, est_dT_dL=  -0.04, y_rov=-91.12, vy_rov=  0.82, T=10.85, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 71.27, exp=REG_T_ACC
AUTO_L_6: t=24.80, L= 92.27, est_dT_dL=  -0.04, y_rov=-91.04, vy_rov=  0.77, T=10.78, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 77.38, exp=REG_T_ACC
AUTO_L_6: t=24.90, L= 92.19, est_dT_dL=   0.07, y_rov=-90.97, vy_rov=  0.72, T=10.72, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-38.41, exp=REG_T_ACC
AUTO_L_6: t=25.00, L= 92.11, est_dT_dL=   0.10, y_rov=-90.89, vy_rov=  0.77, T=10.76, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-29.41, exp=REG_T_ACC
AUTO_L_6: t=25.10, L= 92.03, est_dT_dL=   0.11, y_rov=-90.81, vy_rov=  0.82, T=10.82, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-26.57, exp=REG_T_ACC
AUTO_L_6: t=25.20, L= 91.94, est_dT_dL=   0.12, y_rov=-90.72, vy_rov=  0.86, T=10.88, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-24.61, exp=REG_T_ACC
AUTO_L_6: t=25.30, L= 91.84, est_dT_dL=   0.13, y_rov=-90.63, vy_rov=  0.91, T=10.95, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-22.99, exp=REG_T_ACC
AUTO_L_6: t=25.40, L= 91.74, est_dT_dL=   0.05, y_rov=-90.53, vy_rov=  0.96, T=11.02, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-56.04, exp=REG_T_ACC
AUTO_L_6: t=25.50, L= 91.64, est_dT_dL=  -0.04, y_rov=-90.44, vy_rov=  0.96, T=11.03, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 85.02, exp=REG_T_ACC
AUTO_L_6: t=25.60, L= 91.55, est_dT_dL=  -0.04, y_rov=-90.35, vy_rov=  0.91, T=10.96, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 66.92, exp=REG_T_ACC
AUTO_L_6: t=25.70, L= 91.46, est_dT_dL=  -0.04, y_rov=-90.26, vy_rov=  0.87, T=10.89, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 68.19, exp=REG_T_ACC
AUTO_L_6: t=25.80, L= 91.37, est_dT_dL=  -0.04, y_rov=-90.18, vy_rov=  0.82, T=10.82, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 74.28, exp=REG_T_ACC
AUTO_L_6: t=25.90, L= 91.29, est_dT_dL=  -0.04, y_rov=-90.10, vy_rov=  0.77, T=10.76, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 81.83, exp=REG_T_ACC
AUTO_L_6: t=26.00, L= 91.22, est_dT_dL=   0.07, y_rov=-90.03, vy_rov=  0.72, T=10.70, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-39.82, exp=REG_T_ACC
AUTO_L_6: t=26.10, L= 91.14, est_dT_dL=   0.09, y_rov=-89.95, vy_rov=  0.77, T=10.74, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-30.33, exp=REG_T_ACC
AUTO_L_6: t=26.20, L= 91.05, est_dT_dL=   0.11, y_rov=-89.87, vy_rov=  0.82, T=10.79, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-27.38, exp=REG_T_ACC
AUTO_L_6: t=26.30, L= 90.96, est_dT_dL=   0.11, y_rov=-89.78, vy_rov=  0.87, T=10.85, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-25.47, exp=REG_T_ACC
AUTO_L_6: t=26.40, L= 90.87, est_dT_dL=   0.12, y_rov=-89.69, vy_rov=  0.91, T=10.92, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-23.79, exp=REG_T_ACC
AUTO_L_6: t=26.50, L= 90.77, est_dT_dL=   0.05, y_rov=-89.60, vy_rov=  0.96, T=10.98, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-57.54, exp=REG_T_ACC
AUTO_L_6: t=26.60, L= 90.67, est_dT_dL=  -0.03, y_rov=-89.50, vy_rov=  0.96, T=10.99, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 90.09, exp=REG_T_ACC
AUTO_L_6: t=26.70, L= 90.57, est_dT_dL=  -0.04, y_rov=-89.41, vy_rov=  0.91, T=10.93, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 70.66, exp=REG_T_ACC
AUTO_L_6: t=26.80, L= 90.48, est_dT_dL=  -0.04, y_rov=-89.32, vy_rov=  0.87, T=10.85, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 72.97, exp=REG_T_ACC
AUTO_L_6: t=26.90, L= 90.40, est_dT_dL=  -0.04, y_rov=-89.24, vy_rov=  0.82, T=10.79, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 78.80, exp=REG_T_ACC
AUTO_L_6: t=27.00, L= 90.32, est_dT_dL=  -0.03, y_rov=-89.16, vy_rov=  0.77, T=10.73, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 86.88, exp=REG_T_ACC
AUTO_L_6: t=27.10, L= 90.24, est_dT_dL=   0.07, y_rov=-89.09, vy_rov=  0.72, T=10.67, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-41.60, exp=REG_T_ACC
AUTO_L_6: t=27.20, L= 90.16, est_dT_dL=   0.09, y_rov=-89.01, vy_rov=  0.77, T=10.71, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-31.86, exp=REG_T_ACC
AUTO_L_6: t=27.30, L= 90.08, est_dT_dL=   0.10, y_rov=-88.93, vy_rov=  0.82, T=10.76, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-28.59, exp=REG_T_ACC
AUTO_L_6: t=27.40, L= 89.99, est_dT_dL=   0.11, y_rov=-88.85, vy_rov=  0.87, T=10.82, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-26.42, exp=REG_T_ACC
AUTO_L_6: t=27.50, L= 89.89, est_dT_dL=   0.12, y_rov=-88.75, vy_rov=  0.91, T=10.88, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-24.64, exp=REG_T_ACC
AUTO_L_6: t=27.60, L= 89.79, est_dT_dL=   0.05, y_rov=-88.66, vy_rov=  0.96, T=10.95, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-58.50, exp=REG_T_ACC
AUTO_L_6: t=27.70, L= 89.69, est_dT_dL=  -0.03, y_rov=-88.56, vy_rov=  0.96, T=10.95, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 95.84, exp=REG_T_ACC
AUTO_L_6: t=27.80, L= 89.60, est_dT_dL=  -0.04, y_rov=-88.47, vy_rov=  0.91, T=10.89, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 74.73, exp=REG_T_ACC
AUTO_L_6: t=27.90, L= 89.51, est_dT_dL=  -0.04, y_rov=-88.38, vy_rov=  0.87, T=10.82, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 78.34, exp=REG_T_ACC
AUTO_L_6: t=28.00, L= 89.42, est_dT_dL=  -0.03, y_rov=-88.30, vy_rov=  0.82, T=10.76, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 83.75, exp=REG_T_ACC
AUTO_L_6: t=28.10, L= 89.34, est_dT_dL=  -0.03, y_rov=-88.23, vy_rov=  0.77, T=10.70, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 92.42, exp=REG_T_ACC
AUTO_L_6: t=28.20, L= 89.27, est_dT_dL=   0.07, y_rov=-88.15, vy_rov=  0.72, T=10.65, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-42.83, exp=REG_T_ACC
AUTO_L_6: t=28.30, L= 89.19, est_dT_dL=   0.09, y_rov=-88.08, vy_rov=  0.77, T=10.68, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-32.86, exp=REG_T_ACC
AUTO_L_6: t=28.40, L= 89.10, est_dT_dL=   0.10, y_rov=-87.99, vy_rov=  0.82, T=10.73, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-29.64, exp=REG_T_ACC
AUTO_L_6: t=28.50, L= 89.01, est_dT_dL=   0.11, y_rov=-87.91, vy_rov=  0.87, T=10.79, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-27.26, exp=REG_T_ACC
AUTO_L_6: t=28.60, L= 88.92, est_dT_dL=   0.11, y_rov=-87.82, vy_rov=  0.92, T=10.85, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-25.64, exp=REG_T_ACC
AUTO_L_6: t=28.70, L= 88.82, est_dT_dL=   0.05, y_rov=-87.72, vy_rov=  0.96, T=10.91, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-60.85, exp=REG_T_ACC
AUTO_L_6: t=28.80, L= 88.72, est_dT_dL=  -0.03, y_rov=-87.62, vy_rov=  0.96, T=10.92, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 101.67, exp=REG_T_ACC
AUTO_L_6: t=28.90, L= 88.62, est_dT_dL=  -0.04, y_rov=-87.53, vy_rov=  0.92, T=10.86, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 77.99, exp=REG_T_ACC
AUTO_L_6: t=29.00, L= 88.53, est_dT_dL=  -0.04, y_rov=-87.45, vy_rov=  0.87, T=10.79, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 81.73, exp=REG_T_ACC
AUTO_L_6: t=29.10, L= 88.45, est_dT_dL=  -0.03, y_rov=-87.36, vy_rov=  0.82, T=10.73, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 88.78, exp=REG_T_ACC
AUTO_L_6: t=29.20, L= 88.37, est_dT_dL=  -0.03, y_rov=-87.29, vy_rov=  0.77, T=10.68, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 100.23, exp=REG_T_ACC
AUTO_L_6: t=29.30, L= 88.29, est_dT_dL=   0.06, y_rov=-87.21, vy_rov=  0.72, T=10.63, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-44.40, exp=REG_T_ACC
AUTO_L_6: t=29.40, L= 88.21, est_dT_dL=   0.08, y_rov=-87.14, vy_rov=  0.77, T=10.66, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-33.92, exp=REG_T_ACC
