[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.8068861135073987 p=-100.00 L=110.00
IC_L_6: t= 0.10, y_rov=-100.00, vy_rov=-0.03, gy_rov= 0.00, L= 110.00, dl_dt_cmd= 0.00, prev_cmd= 0.00, T_bat= 0.81, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-8.73, ret=-0.01, exp=CATENARY_SIGN_IN_ACC
IC_L_6: t= 29.70, y_rov=-119.77, vy_rov=-0.59, gy_rov= 0.08, L= 121.39, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 27.65, Fy_tr= 1.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-12.98, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.80, y_rov=-119.81, vy_rov=-0.42, gy_rov= 0.17, L= 121.43, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 44.53, Fy_tr= 18.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-18.43, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.90, y_rov=-119.85, vy_rov=-0.42, gy_rov=-0.00, L= 121.47, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 27.35, Fy_tr= 1.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-35.17, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 30.00, y_rov=-119.85, vy_rov= 0.00, gy_rov= 0.42, L= 121.51, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat=-5.54, Fy_tr= 18.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-40.80, ret= 0.38, exp=PILOT_DESC_ACC
IC_L_6: t= 30.10, y_rov=-119.91, vy_rov=-0.61, gy_rov=-0.61, L= 121.55, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 50.41, Fy_tr=-16.74, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-27.17, ret= 0.43, exp=T_HARD_ACC
IC_L_6: t= 30.20, y_rov=-119.97, vy_rov=-0.59, gy_rov= 0.03, L= 121.59, dl_dt_cmd= 0.43, prev_cmd= 0.43, T_bat=-8.34, Fy_tr= 18.85, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 4.50, ret= 0.41, exp=PILOT_DESC_ACC
IC_L_6: t= 30.30, y_rov=-120.02, vy_rov=-0.45, gy_rov= 0.13, L= 121.63, dl_dt_cmd= 0.41, prev_cmd= 0.41, T_bat= 69.97, Fy_tr=-13.33, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-45.46, ret= 0.46, exp=T_HARD_ACC
IC_L_6: t= 30.40, y_rov=-120.06, vy_rov=-0.47, gy_rov=-0.02, L= 121.68, dl_dt_cmd= 0.46, prev_cmd= 0.46, T_bat=-5.81, Fy_tr= 32.71, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 2.94, ret= 0.43, exp=PILOT_DESC_ACC
IC_L_6: t= 30.50, y_rov=-120.11, vy_rov=-0.45, gy_rov= 0.02, L= 121.72, dl_dt_cmd= 0.43, prev_cmd= 0.43, T_bat= 82.10, Fy_tr=-13.36, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-46.05, ret= 0.48, exp=T_HARD_ACC
IC_L_6: t= 30.60, y_rov=-120.16, vy_rov=-0.50, gy_rov=-0.05, L= 121.77, dl_dt_cmd= 0.48, prev_cmd= 0.48, T_bat=-24.33, Fy_tr= 32.72, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 5.99, ret= 0.45, exp=PILOT_DESC_ACC
IC_L_6: t= 30.70, y_rov=-120.21, vy_rov=-0.47, gy_rov= 0.03, L= 121.81, dl_dt_cmd= 0.45, prev_cmd= 0.45, T_bat= 97.11, Fy_tr=-13.35, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-43.38, ret= 0.50, exp=T_HARD_ACC
IC_L_6: t= 30.80, y_rov=-120.21, vy_rov= 0.00, gy_rov= 0.47, L= 121.86, dl_dt_cmd= 0.50, prev_cmd= 0.50, T_bat=-75.15, Fy_tr= 32.69, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-26.13, ret= 0.47, exp=PILOT_DESC_ACC
IC_L_6: t= 30.90, y_rov=-120.26, vy_rov=-0.56, gy_rov=-0.56, L= 121.91, dl_dt_cmd= 0.47, prev_cmd= 0.47, T_bat= 113.33, Fy_tr=-31.48, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-49.12, ret= 0.52, exp=T_HARD_ACC
IC_L_6: t= 31.00, y_rov=-120.31, vy_rov=-0.51, gy_rov= 0.05, L= 121.96, dl_dt_cmd= 0.52, prev_cmd= 0.52, T_bat=-81.52, Fy_tr= 32.85, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 8.26, ret= 0.49, exp=PILOT_DESC_ACC
IC_L_6: t= 31.10, y_rov=-120.38, vy_rov=-0.70, gy_rov=-0.19, L= 122.01, dl_dt_cmd= 0.49, prev_cmd= 0.49, T_bat= 141.09, Fy_tr=-31.70, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-26.75, ret= 0.54, exp=T_HARD_ACC
IC_L_6: t= 31.20, y_rov=-120.44, vy_rov=-0.57, gy_rov= 0.13, L= 122.07, dl_dt_cmd= 0.54, prev_cmd= 0.54, T_bat=-100.64, Fy_tr= 33.30, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 17.37, ret= 0.51, exp=PILOT_DESC_ACC
IC_L_6: t= 31.30, y_rov=-120.51, vy_rov=-0.73, gy_rov=-0.16, L= 122.12, dl_dt_cmd= 0.51, prev_cmd= 0.51, T_bat= 166.57, Fy_tr=-31.53, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-20.53, ret= 0.56, exp=T_HARD_ACC
IC_L_6: t= 31.40, y_rov=-120.57, vy_rov=-0.59, gy_rov= 0.15, L= 122.17, dl_dt_cmd= 0.56, prev_cmd= 0.56, T_bat=-120.29, Fy_tr= 37.57, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 23.31, ret= 0.52, exp=PILOT_DESC_ACC
IC_L_6: t= 31.50, y_rov=-120.63, vy_rov=-0.56, gy_rov= 0.03, L= 122.23, dl_dt_cmd= 0.52, prev_cmd= 0.52, T_bat= 193.39, Fy_tr=-29.89, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-48.33, ret= 0.57, exp=T_HARD_ACC
IC_L_6: t= 31.60, y_rov=-120.69, vy_rov=-0.57, gy_rov=-0.02, L= 122.28, dl_dt_cmd= 0.57, prev_cmd= 0.57, T_bat=-135.09, Fy_tr= 49.40, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 33.29, ret= 0.53, exp=PILOT_DESC_ACC
IC_L_6: t= 31.70, y_rov=-120.74, vy_rov=-0.57, gy_rov= 0.01, L= 122.34, dl_dt_cmd= 0.53, prev_cmd= 0.53, T_bat= 206.92, Fy_tr=-40.82, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-58.07, ret= 0.58, exp=T_HARD_ACC
IC_L_6: t= 31.80, y_rov=-120.74, vy_rov= 0.00, gy_rov= 0.57, L= 122.39, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat=-184.80, Fy_tr= 60.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 1.18, ret= 0.54, exp=PILOT_DESC_ACC
IC_L_6: t= 31.90, y_rov=-120.80, vy_rov=-0.53, gy_rov=-0.53, L= 122.45, dl_dt_cmd= 0.54, prev_cmd= 0.54, T_bat= 218.76, Fy_tr=-58.77, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-81.12, ret= 0.59, exp=T_HARD_ACC
IC_L_6: t= 32.00, y_rov=-120.84, vy_rov=-0.41, gy_rov= 0.12, L= 122.51, dl_dt_cmd= 0.59, prev_cmd= 0.59, T_bat=-199.04, Fy_tr= 60.30, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 22.81, ret= 0.55, exp=PILOT_DESC_ACC
IC_L_6: t= 32.10, y_rov=-120.91, vy_rov=-0.73, gy_rov=-0.32, L= 122.56, dl_dt_cmd= 0.55, prev_cmd= 0.55, T_bat= 263.54, Fy_tr=-59.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-49.03, ret= 0.59, exp=T_HARD_ACC
IC_L_6: t= 32.20, y_rov=-120.96, vy_rov=-0.49, gy_rov= 0.23, L= 122.62, dl_dt_cmd= 0.59, prev_cmd= 0.59, T_bat=-234.13, Fy_tr= 60.50, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 33.32, ret= 0.55, exp=PILOT_DESC_ACC
IC_L_6: t= 32.30, y_rov=-121.04, vy_rov=-0.78, gy_rov=-0.29, L= 122.68, dl_dt_cmd= 0.55, prev_cmd= 0.55, T_bat= 309.02, Fy_tr=-59.71, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-38.96, ret= 0.60, exp=T_HARD_ACC
IC_L_6: t= 32.40, y_rov=-121.09, vy_rov=-0.51, gy_rov= 0.27, L= 122.73, dl_dt_cmd= 0.60, prev_cmd= 0.60, T_bat=-277.21, Fy_tr= 60.76, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 35.97, ret= 0.56, exp=PILOT_DESC_ACC
IC_L_6: t= 32.50, y_rov=-121.17, vy_rov=-0.79, gy_rov=-0.28, L= 122.79, dl_dt_cmd= 0.56, prev_cmd= 0.56, T_bat= 354.44, Fy_tr=-59.88, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-36.91, ret= 0.60, exp=T_HARD_ACC
IC_L_6: t= 32.60, y_rov=-121.22, vy_rov=-0.51, gy_rov= 0.28, L= 122.85, dl_dt_cmd= 0.60, prev_cmd= 0.60, T_bat=-322.10, Fy_tr= 61.07, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 36.63, ret= 0.56, exp=PILOT_DESC_ACC
IC_L_6: t= 32.70, y_rov=-121.30, vy_rov=-0.80, gy_rov=-0.28, L= 122.91, dl_dt_cmd= 0.56, prev_cmd= 0.56, T_bat= 399.99, Fy_tr=-60.09, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-36.69, ret= 0.61, exp=T_HARD_ACC
IC_L_6: t= 32.80, y_rov=-121.35, vy_rov=-0.51, gy_rov= 0.28, L= 122.97, dl_dt_cmd= 0.61, prev_cmd= 0.61, T_bat=-367.44, Fy_tr= 61.47, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 36.98, ret= 0.57, exp=PILOT_DESC_ACC
IC_L_6: t= 32.90, y_rov=-121.43, vy_rov=-0.80, gy_rov=-0.28, L= 123.02, dl_dt_cmd= 0.57, prev_cmd= 0.57, T_bat= 445.69, Fy_tr=-60.35, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-36.87, ret= 0.61, exp=T_HARD_ACC
IC_L_6: t= 33.00, y_rov=-121.48, vy_rov=-0.51, gy_rov= 0.28, L= 123.09, dl_dt_cmd= 0.61, prev_cmd= 0.61, T_bat=-412.95, Fy_tr= 62.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 37.36, ret= 0.57, exp=PILOT_DESC_ACC
IC_L_6: t= 33.10, y_rov=-121.56, vy_rov=-0.80, gy_rov=-0.28, L= 123.14, dl_dt_cmd= 0.57, prev_cmd= 0.57, T_bat= 491.55, Fy_tr=-60.72, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-37.20, ret= 0.61, exp=T_HARD_ACC
IC_L_6: t= 33.20, y_rov=-121.61, vy_rov=-0.51, gy_rov= 0.29, L= 123.20, dl_dt_cmd= 0.61, prev_cmd= 0.61, T_bat=-458.49, Fy_tr= 62.86, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 37.97, ret= 0.57, exp=PILOT_DESC_ACC
IC_L_6: t= 33.30, y_rov=-121.69, vy_rov=-0.80, gy_rov=-0.29, L= 123.26, dl_dt_cmd= 0.57, prev_cmd= 0.57, T_bat= 537.52, Fy_tr=-61.33, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-37.75, ret= 0.61, exp=T_HARD_ACC
IC_L_6: t= 33.40, y_rov=-121.74, vy_rov=-0.51, gy_rov= 0.29, L= 123.32, dl_dt_cmd= 0.61, prev_cmd= 0.61, T_bat=-503.70, Fy_tr= 64.39, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 39.15, ret= 0.57, exp=PILOT_DESC_ACC
IC_L_6: t= 33.50, y_rov=-121.82, vy_rov=-0.80, gy_rov=-0.29, L= 123.38, dl_dt_cmd= 0.57, prev_cmd= 0.57, T_bat= 583.23, Fy_tr=-62.65, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-39.06, ret= 0.61, exp=T_HARD_ACC
IC_L_6: t= 33.60, y_rov=-121.87, vy_rov=-0.50, gy_rov= 0.29, L= 123.44, dl_dt_cmd= 0.61, prev_cmd= 0.61, T_bat=-526.01, Fy_tr= 89.86, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 63.89, ret= 0.57, exp=PILOT_DESC_ACC
IC_L_6: t= 33.70, y_rov=-121.94, vy_rov=-0.72, gy_rov=-0.22, L= 123.50, dl_dt_cmd= 0.57, prev_cmd= 0.57, T_bat= 606.62, Fy_tr=-87.40, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-78.20, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 33.80, y_rov=-121.99, vy_rov=-0.42, gy_rov= 0.30, L= 123.56, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-566.64, Fy_tr= 106.85, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 70.84, ret= 0.57, exp=PILOT_DESC_ACC
IC_L_6: t= 33.90, y_rov=-122.07, vy_rov=-0.80, gy_rov=-0.39, L= 123.62, dl_dt_cmd= 0.57, prev_cmd= 0.57, T_bat= 653.27, Fy_tr=-104.73, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-79.50, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 34.00, y_rov=-122.10, vy_rov=-0.37, gy_rov= 0.43, L= 123.68, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-617.78, Fy_tr= 124.66, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 83.88, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 34.10, y_rov=-122.19, vy_rov=-0.86, gy_rov=-0.49, L= 123.74, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 710.50, Fy_tr=-123.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-86.05, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 34.20, y_rov=-122.22, vy_rov=-0.32, gy_rov= 0.54, L= 123.80, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-679.48, Fy_tr= 142.60, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 97.10, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 34.30, y_rov=-122.31, vy_rov=-0.88, gy_rov=-0.56, L= 123.86, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 777.25, Fy_tr=-140.91, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-98.72, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 34.40, y_rov=-122.34, vy_rov=-0.27, gy_rov= 0.62, L= 123.92, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-763.95, Fy_tr= 146.63, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 97.06, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 34.50, y_rov=-122.43, vy_rov=-0.90, gy_rov=-0.64, L= 123.97, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 866.31, Fy_tr=-145.37, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-98.46, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 34.60, y_rov=-122.45, vy_rov=-0.26, gy_rov= 0.65, L= 124.04, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-856.35, Fy_tr= 148.13, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 97.91, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 34.70, y_rov=-122.54, vy_rov=-0.91, gy_rov=-0.65, L= 124.09, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 960.31, Fy_tr=-147.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-98.51, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 34.80, y_rov=-122.57, vy_rov=-0.25, gy_rov= 0.66, L= 124.16, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-951.35, Fy_tr= 148.99, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 98.54, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 34.90, y_rov=-122.66, vy_rov=-0.91, gy_rov=-0.66, L= 124.21, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1056.02, Fy_tr=-147.96, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-98.83, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 35.00, y_rov=-122.69, vy_rov=-0.25, gy_rov= 0.66, L= 124.28, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1047.59, Fy_tr= 149.85, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 99.25, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 35.10, y_rov=-122.78, vy_rov=-0.91, gy_rov=-0.66, L= 124.33, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1152.94, Fy_tr=-146.96, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-97.26, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 35.20, y_rov=-122.80, vy_rov=-0.25, gy_rov= 0.66, L= 124.40, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1144.84, Fy_tr= 149.96, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 99.27, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 35.30, y_rov=-122.89, vy_rov=-0.91, gy_rov=-0.66, L= 124.45, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1250.35, Fy_tr=-149.50, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-99.78, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 35.40, y_rov=-122.92, vy_rov=-0.25, gy_rov= 0.67, L= 124.52, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1242.52, Fy_tr= 150.27, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 99.40, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 35.50, y_rov=-123.01, vy_rov=-0.91, gy_rov=-0.67, L= 124.57, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1348.03, Fy_tr=-149.98, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-100.42, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 35.60, y_rov=-123.03, vy_rov=-0.25, gy_rov= 0.67, L= 124.64, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1340.21, Fy_tr= 150.45, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 99.48, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 35.70, y_rov=-123.13, vy_rov=-0.91, gy_rov=-0.67, L= 124.69, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1445.86, Fy_tr=-149.60, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-100.07, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 35.80, y_rov=-123.15, vy_rov=-0.25, gy_rov= 0.67, L= 124.76, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1438.18, Fy_tr= 151.35, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 100.47, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 35.90, y_rov=-123.24, vy_rov=-0.92, gy_rov=-0.67, L= 124.81, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1545.01, Fy_tr=-150.40, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-99.79, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 36.00, y_rov=-123.27, vy_rov=-0.25, gy_rov= 0.67, L= 124.88, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1537.20, Fy_tr= 150.81, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 99.83, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 36.10, y_rov=-123.36, vy_rov=-0.92, gy_rov=-0.67, L= 124.93, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1643.54, Fy_tr=-149.63, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-99.67, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 36.20, y_rov=-123.38, vy_rov=-0.25, gy_rov= 0.67, L= 124.99, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1636.13, Fy_tr= 151.45, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 100.61, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 36.30, y_rov=-123.48, vy_rov=-0.92, gy_rov=-0.67, L= 125.05, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1743.61, Fy_tr=-150.07, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-99.14, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 36.40, y_rov=-123.50, vy_rov=-0.25, gy_rov= 0.67, L= 125.11, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1736.24, Fy_tr= 150.23, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 99.35, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 36.50, y_rov=-123.59, vy_rov=-0.92, gy_rov=-0.67, L= 125.17, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1842.87, Fy_tr=-148.92, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-99.03, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 36.60, y_rov=-123.62, vy_rov=-0.25, gy_rov= 0.66, L= 125.23, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1835.33, Fy_tr= 151.33, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 100.65, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 36.70, y_rov=-123.71, vy_rov=-0.92, gy_rov=-0.67, L= 125.29, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 1943.60, Fy_tr=-151.42, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-100.06, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 36.80, y_rov=-123.73, vy_rov=-0.24, gy_rov= 0.68, L= 125.35, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-1936.52, Fy_tr= 151.56, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 100.43, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 36.90, y_rov=-123.82, vy_rov=-0.92, gy_rov=-0.67, L= 125.41, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 2043.88, Fy_tr=-151.17, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-100.92, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 37.00, y_rov=-123.85, vy_rov=-0.24, gy_rov= 0.67, L= 125.47, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-2036.81, Fy_tr= 151.16, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 100.03, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 37.10, y_rov=-123.94, vy_rov=-0.92, gy_rov=-0.67, L= 125.53, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 2144.06, Fy_tr=-151.40, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-101.45, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 37.20, y_rov=-123.97, vy_rov=-0.24, gy_rov= 0.67, L= 125.59, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-2137.06, Fy_tr= 152.21, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 101.02, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 37.30, y_rov=-124.06, vy_rov=-0.92, gy_rov=-0.68, L= 125.65, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 2245.16, Fy_tr=-150.84, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-100.23, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 37.40, y_rov=-124.08, vy_rov=-0.25, gy_rov= 0.67, L= 125.71, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-2238.03, Fy_tr= 150.78, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 99.74, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 37.50, y_rov=-124.17, vy_rov=-0.92, gy_rov=-0.67, L= 125.77, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 2345.68, Fy_tr=-149.47, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-99.50, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 37.60, y_rov=-124.20, vy_rov=-0.25, gy_rov= 0.67, L= 125.83, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-2338.30, Fy_tr= 152.43, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 101.65, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 37.70, y_rov=-124.29, vy_rov=-0.92, gy_rov=-0.68, L= 125.89, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 2448.24, Fy_tr=-152.05, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-100.00, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 37.80, y_rov=-124.31, vy_rov=-0.24, gy_rov= 0.68, L= 125.95, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-2441.28, Fy_tr= 152.57, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 101.36, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 37.90, y_rov=-124.41, vy_rov=-0.92, gy_rov=-0.68, L= 126.01, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 2550.25, Fy_tr=-152.30, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-101.40, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 38.00, y_rov=-124.43, vy_rov=-0.24, gy_rov= 0.68, L= 126.07, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-2543.41, Fy_tr= 152.25, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 100.93, ret= 0.58, exp=PILOT_DESC_ACC
IC_L_6: t= 38.10, y_rov=-124.52, vy_rov=-0.92, gy_rov=-0.68, L= 126.13, dl_dt_cmd= 0.58, prev_cmd= 0.58, T_bat= 2652.00, Fy_tr=-152.08, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-101.75, ret= 0.62, exp=T_HARD_ACC
IC_L_6: t= 38.20, y_rov=-124.55, vy_rov=-0.24, gy_rov= 0.68, L= 126.19, dl_dt_cmd= 0.62, prev_cmd= 0.62, T_bat=-2645.15, Fy_tr= 151.86, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 100.56, ret= 0.58, exp=PILOT_DESC_ACC
