[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.8068861135073987 p=-100.00 L=110.00
AUTO_L_6: t=0.10, L= 110.00, est_dT_dL=   0.00, y_rov=-100.00, vy_rov= -0.01, T=0.81, prev_cmd=  0.00, ret1= -0.02, ret= -0.02, dL_dt=  0.00, dt=  0.10, Gamma=  0.50, desired= -0.20, exp=REG_SIGN_ACC
AUTO_L_6: t=9.90, L= 104.96, est_dT_dL=   0.03, y_rov=-103.16, vy_rov=  0.67, T=11.02, prev_cmd= -0.71, ret1= -0.76, ret= -0.76, dL_dt= -0.71, dt=  0.10, Gamma=  0.50, desired=-94.22, exp=REG_T_ACC
AUTO_L_6: t=10.00, L= 104.89, est_dT_dL=   0.04, y_rov=-103.09, vy_rov=  0.72, T=11.11, prev_cmd= -0.76, ret1= -0.81, ret= -0.81, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired=-83.80, exp=REG_T_ACC
AUTO_L_6: t=10.10, L= 104.81, est_dT_dL=  -0.22, y_rov=-103.01, vy_rov=  0.77, T=11.21, prev_cmd= -0.81, ret1= -0.76, ret= -0.76, dL_dt= -0.81, dt=  0.10, Gamma=  0.50, desired= 13.96, exp=REG_T_ACC
AUTO_L_6: t=10.20, L= 104.73, est_dT_dL=  -0.23, y_rov=-102.94, vy_rov=  0.72, T=11.13, prev_cmd= -0.76, ret1= -0.71, ret= -0.71, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired= 13.27, exp=REG_T_ACC
AUTO_L_6: t=10.30, L= 104.66, est_dT_dL=  -0.21, y_rov=-102.87, vy_rov=  0.67, T=11.04, prev_cmd= -0.71, ret1= -0.66, ret= -0.66, dL_dt= -0.71, dt=  0.10, Gamma=  0.50, desired= 14.62, exp=REG_T_ACC
AUTO_L_6: t=10.40, L= 104.59, est_dT_dL=  -0.18, y_rov=-102.81, vy_rov=  0.63, T=10.95, prev_cmd= -0.66, ret1= -0.61, ret= -0.61, dL_dt= -0.66, dt=  0.10, Gamma=  0.50, desired= 16.79, exp=REG_T_ACC
AUTO_L_6: t=10.50, L= 104.53, est_dT_dL=  -0.00, y_rov=-102.75, vy_rov=  0.58, T=10.88, prev_cmd= -0.61, ret1= -0.56, ret= -0.56, dL_dt= -0.61, dt=  0.10, Gamma=  0.50, desired= 1423.97, exp=REG_T_ACC
AUTO_L_6: t=10.60, L= 104.48, est_dT_dL=   0.02, y_rov=-102.70, vy_rov=  0.53, T=10.81, prev_cmd= -0.56, ret1= -0.61, ret= -0.61, dL_dt= -0.56, dt=  0.10, Gamma=  0.50, desired=-146.20, exp=REG_T_ACC
AUTO_L_6: t=10.70, L= 104.42, est_dT_dL=   0.03, y_rov=-102.64, vy_rov=  0.58, T=10.86, prev_cmd= -0.61, ret1= -0.66, ret= -0.66, dL_dt= -0.61, dt=  0.10, Gamma=  0.50, desired=-115.84, exp=REG_T_ACC
AUTO_L_6: t=10.80, L= 104.35, est_dT_dL=   0.03, y_rov=-102.58, vy_rov=  0.63, T=10.92, prev_cmd= -0.66, ret1= -0.71, ret= -0.71, dL_dt= -0.66, dt=  0.10, Gamma=  0.50, desired=-103.06, exp=REG_T_ACC
AUTO_L_6: t=10.90, L= 104.28, est_dT_dL=   0.03, y_rov=-102.51, vy_rov=  0.67, T=11.00, prev_cmd= -0.71, ret1= -0.76, ret= -0.76, dL_dt= -0.71, dt=  0.10, Gamma=  0.50, desired=-93.14, exp=REG_T_ACC
AUTO_L_6: t=11.00, L= 104.20, est_dT_dL=   0.04, y_rov=-102.44, vy_rov=  0.72, T=11.09, prev_cmd= -0.76, ret1= -0.81, ret= -0.81, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired=-84.62, exp=REG_T_ACC
AUTO_L_6: t=11.10, L= 104.12, est_dT_dL=   0.04, y_rov=-102.36, vy_rov=  0.77, T=11.18, prev_cmd= -0.81, ret1= -0.86, ret= -0.86, dL_dt= -0.81, dt=  0.10, Gamma=  0.50, desired=-77.23, exp=REG_T_ACC
AUTO_L_6: t=11.20, L= 104.04, est_dT_dL=  -0.22, y_rov=-102.28, vy_rov=  0.82, T=11.28, prev_cmd= -0.86, ret1= -0.81, ret= -0.81, dL_dt= -0.86, dt=  0.10, Gamma=  0.50, desired= 14.33, exp=REG_T_ACC
AUTO_L_6: t=11.30, L= 103.96, est_dT_dL=  -0.23, y_rov=-102.20, vy_rov=  0.77, T=11.20, prev_cmd= -0.81, ret1= -0.76, ret= -0.76, dL_dt= -0.81, dt=  0.10, Gamma=  0.50, desired= 13.48, exp=REG_T_ACC
AUTO_L_6: t=11.40, L= 103.88, est_dT_dL=  -0.21, y_rov=-102.13, vy_rov=  0.72, T=11.10, prev_cmd= -0.76, ret1= -0.71, ret= -0.71, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired= 14.55, exp=REG_T_ACC
AUTO_L_6: t=11.50, L= 103.81, est_dT_dL=  -0.18, y_rov=-102.06, vy_rov=  0.67, T=11.01, prev_cmd= -0.71, ret1= -0.66, ret= -0.66, dL_dt= -0.71, dt=  0.10, Gamma=  0.50, desired= 16.42, exp=REG_T_ACC
AUTO_L_6: t=11.60, L= 103.74, est_dT_dL=  -0.16, y_rov=-102.00, vy_rov=  0.63, T=10.93, prev_cmd= -0.66, ret1= -0.61, ret= -0.61, dL_dt= -0.66, dt=  0.10, Gamma=  0.50, desired= 18.79, exp=REG_T_ACC
AUTO_L_6: t=11.70, L= 103.68, est_dT_dL=   0.00, y_rov=-101.94, vy_rov=  0.58, T=10.86, prev_cmd= -0.61, ret1= -0.66, ret= -0.66, dL_dt= -0.61, dt=  0.10, Gamma=  0.50, desired=-3449.40, exp=REG_T_ACC
AUTO_L_6: t=11.80, L= 103.62, est_dT_dL=   0.03, y_rov=-101.88, vy_rov=  0.63, T=10.90, prev_cmd= -0.66, ret1= -0.71, ret= -0.71, dL_dt= -0.66, dt=  0.10, Gamma=  0.50, desired=-115.13, exp=REG_T_ACC
AUTO_L_6: t=11.90, L= 103.54, est_dT_dL=   0.03, y_rov=-101.81, vy_rov=  0.67, T=10.98, prev_cmd= -0.71, ret1= -0.76, ret= -0.76, dL_dt= -0.71, dt=  0.10, Gamma=  0.50, desired=-95.48, exp=REG_T_ACC
AUTO_L_6: t=12.00, L= 103.47, est_dT_dL=   0.04, y_rov=-101.74, vy_rov=  0.72, T=11.06, prev_cmd= -0.76, ret1= -0.81, ret= -0.81, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired=-85.90, exp=REG_T_ACC
AUTO_L_6: t=12.10, L= 103.39, est_dT_dL=   0.04, y_rov=-101.66, vy_rov=  0.77, T=11.15, prev_cmd= -0.81, ret1= -0.86, ret= -0.86, dL_dt= -0.81, dt=  0.10, Gamma=  0.50, desired=-78.30, exp=REG_T_ACC
AUTO_L_6: t=12.20, L= 103.30, est_dT_dL=   0.04, y_rov=-101.58, vy_rov=  0.82, T=11.25, prev_cmd= -0.86, ret1= -0.91, ret= -0.91, dL_dt= -0.86, dt=  0.10, Gamma=  0.50, desired=-71.78, exp=REG_T_ACC
AUTO_L_6: t=12.30, L= 103.21, est_dT_dL=  -0.21, y_rov=-101.50, vy_rov=  0.87, T=11.36, prev_cmd= -0.91, ret1= -0.86, ret= -0.86, dL_dt= -0.91, dt=  0.10, Gamma=  0.50, desired= 15.09, exp=REG_T_ACC
AUTO_L_6: t=12.40, L= 103.12, est_dT_dL=  -0.22, y_rov=-101.41, vy_rov=  0.82, T=11.27, prev_cmd= -0.86, ret1= -0.81, ret= -0.81, dL_dt= -0.86, dt=  0.10, Gamma=  0.50, desired= 13.98, exp=REG_T_ACC
AUTO_L_6: t=12.50, L= 103.04, est_dT_dL=  -0.21, y_rov=-101.34, vy_rov=  0.77, T=11.17, prev_cmd= -0.81, ret1= -0.76, ret= -0.76, dL_dt= -0.81, dt=  0.10, Gamma=  0.50, desired= 14.93, exp=REG_T_ACC
AUTO_L_6: t=12.60, L= 102.97, est_dT_dL=  -0.18, y_rov=-101.26, vy_rov=  0.72, T=11.07, prev_cmd= -0.76, ret1= -0.71, ret= -0.71, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired= 16.54, exp=REG_T_ACC
AUTO_L_6: t=12.70, L= 102.90, est_dT_dL=  -0.16, y_rov=-101.20, vy_rov=  0.68, T=10.98, prev_cmd= -0.71, ret1= -0.66, ret= -0.66, dL_dt= -0.71, dt=  0.10, Gamma=  0.50, desired= 18.62, exp=REG_T_ACC
AUTO_L_6: t=12.80, L= 102.83, est_dT_dL=   0.00, y_rov=-101.13, vy_rov=  0.63, T=10.90, prev_cmd= -0.66, ret1= -0.71, ret= -0.71, dL_dt= -0.66, dt=  0.10, Gamma=  0.50, desired=-1425.03, exp=REG_T_ACC
AUTO_L_6: t=12.90, L= 102.76, est_dT_dL=   0.03, y_rov=-101.07, vy_rov=  0.68, T=10.95, prev_cmd= -0.71, ret1= -0.76, ret= -0.76, dL_dt= -0.71, dt=  0.10, Gamma=  0.50, desired=-107.94, exp=REG_T_ACC
AUTO_L_6: t=13.00, L= 102.68, est_dT_dL=   0.03, y_rov=-100.99, vy_rov=  0.72, T=11.03, prev_cmd= -0.76, ret1= -0.81, ret= -0.81, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired=-86.73, exp=REG_T_ACC
AUTO_L_6: t=13.10, L= 102.60, est_dT_dL=   0.04, y_rov=-100.92, vy_rov=  0.77, T=11.12, prev_cmd= -0.81, ret1= -0.86, ret= -0.86, dL_dt= -0.81, dt=  0.10, Gamma=  0.50, desired=-79.42, exp=REG_T_ACC
AUTO_L_6: t=13.20, L= 102.52, est_dT_dL=   0.04, y_rov=-100.84, vy_rov=  0.82, T=11.22, prev_cmd= -0.86, ret1= -0.91, ret= -0.91, dL_dt= -0.86, dt=  0.10, Gamma=  0.50, desired=-72.83, exp=REG_T_ACC
AUTO_L_6: t=13.30, L= 102.43, est_dT_dL=   0.05, y_rov=-100.75, vy_rov=  0.87, T=11.32, prev_cmd= -0.91, ret1= -0.96, ret= -0.96, dL_dt= -0.91, dt=  0.10, Gamma=  0.50, desired=-67.08, exp=REG_T_ACC
AUTO_L_6: t=13.40, L= 102.33, est_dT_dL=  -0.20, y_rov=-100.66, vy_rov=  0.91, T=11.43, prev_cmd= -0.96, ret1= -0.91, ret= -0.91, dL_dt= -0.96, dt=  0.10, Gamma=  0.50, desired= 16.05, exp=REG_T_ACC
AUTO_L_6: t=13.50, L= 102.24, est_dT_dL=  -0.22, y_rov=-100.57, vy_rov=  0.87, T=11.34, prev_cmd= -0.91, ret1= -0.86, ret= -0.86, dL_dt= -0.91, dt=  0.10, Gamma=  0.50, desired= 14.67, exp=REG_T_ACC
AUTO_L_6: t=13.60, L= 102.15, est_dT_dL=  -0.20, y_rov=-100.49, vy_rov=  0.82, T=11.23, prev_cmd= -0.86, ret1= -0.81, ret= -0.81, dL_dt= -0.86, dt=  0.10, Gamma=  0.50, desired= 15.54, exp=REG_T_ACC
AUTO_L_6: t=13.70, L= 102.07, est_dT_dL=  -0.18, y_rov=-100.41, vy_rov=  0.77, T=11.13, prev_cmd= -0.81, ret1= -0.76, ret= -0.76, dL_dt= -0.81, dt=  0.10, Gamma=  0.50, desired= 16.95, exp=REG_T_ACC
AUTO_L_6: t=13.80, L= 102.00, est_dT_dL=  -0.16, y_rov=-100.34, vy_rov=  0.72, T=11.04, prev_cmd= -0.76, ret1= -0.71, ret= -0.71, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired= 18.78, exp=REG_T_ACC
AUTO_L_6: t=13.90, L= 101.92, est_dT_dL=   0.00, y_rov=-100.27, vy_rov=  0.68, T=10.95, prev_cmd= -0.71, ret1= -0.76, ret= -0.76, dL_dt= -0.71, dt=  0.10, Gamma=  0.50, desired=-597.69, exp=REG_T_ACC
AUTO_L_6: t=14.00, L= 101.85, est_dT_dL=   0.03, y_rov=-100.20, vy_rov=  0.72, T=11.01, prev_cmd= -0.76, ret1= -0.81, ret= -0.81, dL_dt= -0.76, dt=  0.10, Gamma=  0.50, desired=-100.38, exp=REG_T_ACC
AUTO_L_6: t=14.10, L= 101.77, est_dT_dL=   0.04, y_rov=-100.12, vy_rov=  0.77, T=11.09, prev_cmd= -0.81, ret1= -0.86, ret= -0.86, dL_dt= -0.81, dt=  0.10, Gamma=  0.50, desired=-81.91, exp=REG_T_ACC
AUTO_L_6: t=14.20, L= 101.68, est_dT_dL=   0.04, y_rov=-100.04, vy_rov=  0.82, T=11.18, prev_cmd= -0.86, ret1= -0.91, ret= -0.91, dL_dt= -0.86, dt=  0.10, Gamma=  0.50, desired=-74.14, exp=REG_T_ACC
AUTO_L_6: t=14.30, L= 101.59, est_dT_dL=   0.05, y_rov=-99.95, vy_rov=  0.87, T=11.28, prev_cmd= -0.91, ret1= -0.96, ret= -0.96, dL_dt= -0.91, dt=  0.10, Gamma=  0.50, desired=-69.02, exp=REG_T_ACC
AUTO_L_6: t=14.40, L= 101.49, est_dT_dL=   0.05, y_rov=-99.86, vy_rov=  0.91, T=11.39, prev_cmd= -0.96, ret1= -1.01, ret= -1.00, dL_dt= -0.96, dt=  0.10, Gamma=  0.50, desired=-63.86, exp=REG_T_ACC
AUTO_L_6: t=14.50, L= 101.39, est_dT_dL=  -0.17, y_rov=-99.77, vy_rov=  0.95, T=11.48, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 19.62, exp=REG_T_ACC
AUTO_L_6: t=14.60, L= 101.30, est_dT_dL=  -0.18, y_rov=-99.68, vy_rov=  0.91, T=11.39, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 17.64, exp=REG_T_ACC
AUTO_L_6: t=14.70, L= 101.21, est_dT_dL=  -0.17, y_rov=-99.59, vy_rov=  0.86, T=11.28, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 18.48, exp=REG_T_ACC
AUTO_L_6: t=14.80, L= 101.12, est_dT_dL=  -0.15, y_rov=-99.51, vy_rov=  0.81, T=11.17, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 19.93, exp=REG_T_ACC
AUTO_L_6: t=14.90, L= 101.04, est_dT_dL=  -0.14, y_rov=-99.43, vy_rov=  0.76, T=11.07, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 21.80, exp=REG_T_ACC
AUTO_L_6: t=15.00, L= 100.97, est_dT_dL=   0.03, y_rov=-99.36, vy_rov=  0.71, T=10.98, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-114.65, exp=REG_T_ACC
AUTO_L_6: t=15.10, L= 100.89, est_dT_dL=   0.05, y_rov=-99.29, vy_rov=  0.76, T=11.04, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-56.71, exp=REG_T_ACC
AUTO_L_6: t=15.20, L= 100.80, est_dT_dL=   0.06, y_rov=-99.21, vy_rov=  0.81, T=11.13, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-49.48, exp=REG_T_ACC
AUTO_L_6: t=15.30, L= 100.71, est_dT_dL=   0.07, y_rov=-99.12, vy_rov=  0.86, T=11.22, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-45.59, exp=REG_T_ACC
AUTO_L_6: t=15.40, L= 100.62, est_dT_dL=   0.07, y_rov=-99.03, vy_rov=  0.91, T=11.32, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-42.48, exp=REG_T_ACC
AUTO_L_6: t=15.50, L= 100.52, est_dT_dL=   0.06, y_rov=-98.93, vy_rov=  0.95, T=11.43, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-57.23, exp=REG_T_ACC
AUTO_L_6: t=15.60, L= 100.42, est_dT_dL=  -0.06, y_rov=-98.84, vy_rov=  0.95, T=11.44, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 52.71, exp=REG_T_ACC
AUTO_L_6: t=15.70, L= 100.32, est_dT_dL=  -0.07, y_rov=-98.75, vy_rov=  0.91, T=11.34, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 43.39, exp=REG_T_ACC
AUTO_L_6: t=15.80, L= 100.23, est_dT_dL=  -0.07, y_rov=-98.66, vy_rov=  0.86, T=11.23, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 44.48, exp=REG_T_ACC
AUTO_L_6: t=15.90, L= 100.15, est_dT_dL=  -0.06, y_rov=-98.58, vy_rov=  0.81, T=11.13, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 47.27, exp=REG_T_ACC
AUTO_L_6: t=16.00, L= 100.07, est_dT_dL=  -0.06, y_rov=-98.50, vy_rov=  0.76, T=11.04, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 51.08, exp=REG_T_ACC
AUTO_L_6: t=16.10, L= 99.99, est_dT_dL=   0.10, y_rov=-98.43, vy_rov=  0.72, T=10.95, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-29.36, exp=REG_T_ACC
AUTO_L_6: t=16.20, L= 99.91, est_dT_dL=   0.13, y_rov=-98.36, vy_rov=  0.76, T=11.01, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-22.38, exp=REG_T_ACC
AUTO_L_6: t=16.30, L= 99.83, est_dT_dL=   0.15, y_rov=-98.28, vy_rov=  0.81, T=11.09, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-20.25, exp=REG_T_ACC
AUTO_L_6: t=16.40, L= 99.74, est_dT_dL=   0.16, y_rov=-98.19, vy_rov=  0.86, T=11.18, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-18.92, exp=REG_T_ACC
AUTO_L_6: t=16.50, L= 99.64, est_dT_dL=   0.18, y_rov=-98.10, vy_rov=  0.91, T=11.28, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-17.79, exp=REG_T_ACC
AUTO_L_6: t=16.60, L= 99.54, est_dT_dL=   0.07, y_rov=-98.00, vy_rov=  0.95, T=11.38, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-46.41, exp=REG_T_ACC
AUTO_L_6: t=16.70, L= 99.44, est_dT_dL=  -0.06, y_rov=-97.91, vy_rov=  0.95, T=11.39, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 56.47, exp=REG_T_ACC
AUTO_L_6: t=16.80, L= 99.35, est_dT_dL=  -0.07, y_rov=-97.82, vy_rov=  0.91, T=11.29, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 45.43, exp=REG_T_ACC
AUTO_L_6: t=16.90, L= 99.26, est_dT_dL=  -0.07, y_rov=-97.73, vy_rov=  0.86, T=11.19, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 46.50, exp=REG_T_ACC
AUTO_L_6: t=17.00, L= 99.17, est_dT_dL=  -0.06, y_rov=-97.65, vy_rov=  0.81, T=11.09, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 49.48, exp=REG_T_ACC
AUTO_L_6: t=17.10, L= 99.09, est_dT_dL=  -0.06, y_rov=-97.57, vy_rov=  0.76, T=11.00, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 53.56, exp=REG_T_ACC
AUTO_L_6: t=17.20, L= 99.02, est_dT_dL=   0.10, y_rov=-97.50, vy_rov=  0.72, T=10.92, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-30.32, exp=REG_T_ACC
AUTO_L_6: t=17.30, L= 98.94, est_dT_dL=   0.13, y_rov=-97.43, vy_rov=  0.76, T=10.98, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-23.21, exp=REG_T_ACC
AUTO_L_6: t=17.40, L= 98.85, est_dT_dL=   0.14, y_rov=-97.35, vy_rov=  0.81, T=11.05, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-20.99, exp=REG_T_ACC
AUTO_L_6: t=17.50, L= 98.76, est_dT_dL=   0.16, y_rov=-97.26, vy_rov=  0.86, T=11.14, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-19.53, exp=REG_T_ACC
AUTO_L_6: t=17.60, L= 98.67, est_dT_dL=   0.17, y_rov=-97.17, vy_rov=  0.91, T=11.23, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-18.28, exp=REG_T_ACC
AUTO_L_6: t=17.70, L= 98.57, est_dT_dL=   0.07, y_rov=-97.07, vy_rov=  0.96, T=11.33, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-47.06, exp=REG_T_ACC
AUTO_L_6: t=17.80, L= 98.47, est_dT_dL=  -0.05, y_rov=-96.98, vy_rov=  0.96, T=11.34, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 59.23, exp=REG_T_ACC
AUTO_L_6: t=17.90, L= 98.37, est_dT_dL=  -0.07, y_rov=-96.89, vy_rov=  0.91, T=11.25, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 47.50, exp=REG_T_ACC
AUTO_L_6: t=18.00, L= 98.28, est_dT_dL=  -0.06, y_rov=-96.80, vy_rov=  0.86, T=11.15, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 48.66, exp=REG_T_ACC
AUTO_L_6: t=18.10, L= 98.20, est_dT_dL=  -0.06, y_rov=-96.72, vy_rov=  0.81, T=11.05, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 52.33, exp=REG_T_ACC
AUTO_L_6: t=18.20, L= 98.12, est_dT_dL=  -0.05, y_rov=-96.64, vy_rov=  0.76, T=10.97, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 56.29, exp=REG_T_ACC
AUTO_L_6: t=18.30, L= 98.04, est_dT_dL=   0.09, y_rov=-96.57, vy_rov=  0.72, T=10.89, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-31.31, exp=REG_T_ACC
AUTO_L_6: t=18.40, L= 97.96, est_dT_dL=   0.12, y_rov=-96.49, vy_rov=  0.76, T=10.94, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-23.89, exp=REG_T_ACC
AUTO_L_6: t=18.50, L= 97.88, est_dT_dL=   0.14, y_rov=-96.41, vy_rov=  0.81, T=11.02, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-21.66, exp=REG_T_ACC
AUTO_L_6: t=18.60, L= 97.79, est_dT_dL=   0.15, y_rov=-96.33, vy_rov=  0.86, T=11.10, prev_cmd= -0.90, ret1= -0.95, ret= -0.95, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired=-20.22, exp=REG_T_ACC
AUTO_L_6: t=18.70, L= 97.69, est_dT_dL=   0.16, y_rov=-96.24, vy_rov=  0.91, T=11.19, prev_cmd= -0.95, ret1= -1.00, ret= -1.00, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired=-18.92, exp=REG_T_ACC
AUTO_L_6: t=18.80, L= 97.59, est_dT_dL=   0.07, y_rov=-96.14, vy_rov=  0.96, T=11.28, prev_cmd= -1.00, ret1= -1.05, ret= -1.00, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired=-48.24, exp=REG_T_ACC
AUTO_L_6: t=18.90, L= 97.49, est_dT_dL=  -0.05, y_rov=-96.05, vy_rov=  0.96, T=11.29, prev_cmd= -1.00, ret1= -0.95, ret= -0.95, dL_dt= -1.00, dt=  0.10, Gamma=  0.50, desired= 62.10, exp=REG_T_ACC
AUTO_L_6: t=19.00, L= 97.40, est_dT_dL=  -0.06, y_rov=-95.95, vy_rov=  0.91, T=11.20, prev_cmd= -0.95, ret1= -0.90, ret= -0.90, dL_dt= -0.95, dt=  0.10, Gamma=  0.50, desired= 49.71, exp=REG_T_ACC
AUTO_L_6: t=19.10, L= 97.31, est_dT_dL=  -0.06, y_rov=-95.87, vy_rov=  0.86, T=11.11, prev_cmd= -0.90, ret1= -0.85, ret= -0.85, dL_dt= -0.90, dt=  0.10, Gamma=  0.50, desired= 50.51, exp=REG_T_ACC
AUTO_L_6: t=19.20, L= 97.22, est_dT_dL=  -0.06, y_rov=-95.79, vy_rov=  0.81, T=11.02, prev_cmd= -0.85, ret1= -0.80, ret= -0.80, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired= 54.32, exp=REG_T_ACC
AUTO_L_6: t=19.30, L= 97.14, est_dT_dL=  -0.05, y_rov=-95.71, vy_rov=  0.77, T=10.94, prev_cmd= -0.80, ret1= -0.75, ret= -0.75, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired= 59.06, exp=REG_T_ACC
AUTO_L_6: t=19.40, L= 97.07, est_dT_dL=   0.09, y_rov=-95.64, vy_rov=  0.72, T=10.86, prev_cmd= -0.75, ret1= -0.80, ret= -0.80, dL_dt= -0.75, dt=  0.10, Gamma=  0.50, desired=-32.17, exp=REG_T_ACC
AUTO_L_6: t=19.50, L= 96.99, est_dT_dL=   0.12, y_rov=-95.56, vy_rov=  0.77, T=10.91, prev_cmd= -0.80, ret1= -0.85, ret= -0.85, dL_dt= -0.80, dt=  0.10, Gamma=  0.50, desired=-24.69, exp=REG_T_ACC
AUTO_L_6: t=19.60, L= 96.90, est_dT_dL=   0.13, y_rov=-95.48, vy_rov=  0.81, T=10.98, prev_cmd= -0.85, ret1= -0.90, ret= -0.90, dL_dt= -0.85, dt=  0.10, Gamma=  0.50, desired=-22.29, exp=REG_T_ACC
